105/05/12,11000,20150,1.85,1.85,1.83,1.83,+0.08,2
105/05/13,21000,37100,1.70,1.77,1.70,1.77,-0.06,2
105/05/16,30000,53200,1.78,1.78,1.77,1.77,0.00,2
105/05/17,30000,51700,1.74,1.74,1.69,1.69,-0.08,2
105/05/18,144000,239760,1.66,1.67,1.66,1.67,-0.02,2
105/05/19,215000,361910,1.65,1.71,1.65,1.70,+0.03,6
105/05/20,76000,132370,1.75,1.75,1.71,1.71,+0.01,4
105/05/23,50000,81700,1.65,1.65,1.61,1.61,-0.10,2
105/05/24,390000,636250,1.62,1.64,1.62,1.62,+0.01,7
105/05/25,487000,768040,1.57,1.60,1.57,1.59,-0.03,7
105/05/26,137000,214890,1.56,1.57,1.56,1.57,-0.02,5
105/05/27,20000,31000,1.55,1.55,1.55,1.55,-0.02,1
105/05/30,60000,95800,1.59,1.60,1.59,1.60,+0.05,4
105/05/31,60000,92250,1.54,1.54,1.53,1.53,-0.07,4
105/06/01,0,0,---,---,---,---,---,0
105/06/02,123000,189650,1.50,1.55,1.50,1.55,+0.05,3
105/06/03,128000,194810,1.52,1.53,1.52,1.53,-0.02,4
105/06/04,5000,7550,1.51,1.51,1.51,1.51,-0.02,1
105/06/06,357000,556940,1.55,1.57,1.53,1.53,+0.02,7
105/06/07,574000,879230,1.51,1.55,1.51,1.55,+0.02,12
105/06/08,227000,344360,1.51,1.53,1.51,1.53,-0.02,9
105/06/13,130000,203550,1.59,1.60,1.53,1.55,+0.02,9
105/06/14,115000,175410,1.52,1.54,1.51,1.51,-0.04,9
105/06/15,100000,148600,1.50,1.50,1.48,1.48,-0.03,5
105/06/16,100000,146000,1.46,1.46,1.46,1.46,-0.02,5
105/06/17,105000,149980,1.42,1.46,1.42,1.46,0.00,3
105/06/20,134000,196280,1.45,1.47,1.45,1.46,0.00,5
105/06/21,40000,57800,1.44,1.45,1.44,1.45,-0.01,2
105/06/22,40000,58400,1.46,1.46,1.46,1.46,+0.01,2
105/06/23,65000,94750,1.45,1.47,1.45,1.47,+0.01,4
105/06/24,51000,76100,1.47,1.54,1.47,1.54,+0.07,4
105/06/27,70000,106600,1.54,1.54,1.51,1.52,-0.02,4
105/06/28,20000,30400,1.52,1.52,1.52,1.52,0.00,1
105/06/29,36000,51480,1.43,1.43,1.43,1.43,-0.09,3
105/06/30,0,0,---,---,---,---,---,0
105/07/01,30000,42700,1.42,1.43,1.42,1.43,+0.01,2
105/07/04,60000,84000,1.40,1.40,1.40,1.40,-0.03,3
105/07/05,60000,83400,1.39,1.39,1.39,1.39,-0.01,3
105/07/06,40000,56800,1.42,1.42,1.42,1.42,+0.03,2
105/07/07,40000,55200,1.38,1.38,1.38,1.38,-0.04,1
105/07/11,26000,35560,1.36,1.37,1.36,1.37,-0.01,2
105/07/12,60000,81000,1.35,1.35,1.35,1.35,-0.02,3
105/07/13,90000,118800,1.33,1.33,1.30,1.30,-0.05,5
105/07/14,10000,12600,1.26,1.26,1.26,1.26,-0.04,2
105/07/15,80000,99000,1.23,1.25,1.23,1.25,-0.01,4
105/07/18,16000,19620,1.22,1.23,1.22,1.23,-0.02,2
105/07/19,220000,276160,1.26,1.26,1.25,1.25,+0.02,9
105/07/20,352000,433660,1.25,1.26,1.22,1.24,-0.01,10
105/07/21,140000,169800,1.22,1.22,1.21,1.22,-0.02,4
105/07/22,0,0,---,---,---,---,---,0
105/07/25,7000,8610,1.23,1.23,1.23,1.23,+0.01,1
105/07/26,0,0,---,---,---,---,---,0
105/07/27,0,0,---,---,---,---,---,0
105/07/28,40000,48000,1.20,1.20,1.20,1.20,0.00,2
105/07/29,51000,60690,1.19,1.19,1.19,1.19,-0.01,3
105/08/01,40000,47600,1.19,1.19,1.19,1.19,0.00,2
105/08/02,80000,94000,1.17,1.18,1.17,1.18,-0.01,3
105/08/03,80000,95600,1.19,1.20,1.19,1.20,+0.02,3
105/08/04,200000,245600,1.21,1.24,1.21,1.24,+0.04,7
