104/12/23,0,0,---,---,---,---,---,0
104/12/24,1000,700,0.70,0.70,0.70,0.70,-0.04,1
104/12/25,0,0,---,---,---,---,---,0
104/12/28,0,0,---,---,---,---,---,0
104/12/29,140000,82800,0.60,0.60,0.59,0.59,-0.02,5
104/12/30,231000,143240,0.61,0.64,0.61,0.64,+0.05,3
104/12/31,403000,242030,0.60,0.61,0.59,0.61,-0.03,5
105/01/04,480000,298000,0.63,0.63,0.60,0.60,-0.01,6
105/01/05,415000,267930,0.64,0.67,0.64,0.65,+0.05,15
105/01/06,1049000,668590,0.66,0.66,0.62,0.65,0.00,10
105/01/07,265000,160370,0.63,0.63,0.56,0.56,-0.09,5
105/01/08,442000,277160,0.60,0.65,0.60,0.63,+0.07,15
105/01/11,161000,94450,0.61,0.61,0.55,0.57,-0.06,10
105/01/12,575000,289910,0.57,0.57,0.49,0.51,-0.06,6
105/01/13,74000,36720,0.49,0.51,0.49,0.51,0.00,4
105/01/14,1001000,462660,0.44,0.48,0.44,0.46,-0.05,13
105/01/15,1048000,517340,0.49,0.53,0.49,0.52,+0.06,11
105/01/18,357000,202890,0.50,0.60,0.50,0.59,+0.07,18
105/01/19,272000,156860,0.57,0.63,0.55,0.63,+0.04,12
105/01/20,339000,207430,0.62,0.64,0.57,0.60,-0.03,12
105/01/21,169000,103850,0.63,0.63,0.61,0.61,+0.01,2
105/01/22,188000,118440,0.63,0.63,0.63,0.63,+0.02,4
105/01/25,215000,132900,0.62,0.62,0.60,0.62,-0.01,4
105/01/26,1005000,734150,0.64,0.77,0.64,0.76,+0.14,40
105/01/27,2334000,1962350,0.80,0.88,0.80,0.85,+0.09,62
105/01/28,1255000,1049160,0.85,0.85,0.78,0.80,-0.05,29
105/01/29,828000,724030,0.82,0.90,0.81,0.81,+0.01,14
105/01/30,735000,609900,0.84,0.87,0.80,0.83,+0.02,24
105/02/01,135000,113470,0.86,0.86,0.78,0.78,-0.05,10
105/02/02,54000,42440,0.80,0.81,0.77,0.81,+0.03,5
105/02/03,15000,11720,0.78,0.79,0.78,0.79,-0.02,3
105/02/15,13000,9780,0.75,0.76,0.75,0.76,-0.03,2
105/02/16,125000,83980,0.65,0.70,0.65,0.70,-0.06,17
105/02/17,227000,165470,0.68,0.77,0.68,0.72,+0.02,21
105/02/18,165000,125210,0.76,0.84,0.74,0.84,+0.12,15
105/02/19,56000,47080,0.84,0.85,0.82,0.85,+0.01,4
105/02/22,94000,70480,0.78,0.78,0.72,0.73,-0.12,5
105/02/23,330000,259840,0.76,0.80,0.76,0.79,+0.06,10
105/02/24,293000,223750,0.79,0.79,0.75,0.77,-0.02,4
105/02/25,59000,46520,0.79,0.79,0.78,0.78,+0.01,3
105/02/26,17000,12780,0.75,0.77,0.72,0.77,-0.01,3
105/03/01,1105000,878340,0.79,0.81,0.78,0.81,+0.04,16
105/03/02,2172000,1799850,0.82,0.90,0.78,0.86,+0.05,24
105/03/03,1065000,891500,0.86,0.86,0.78,0.79,-0.07,22
105/03/04,76000,55260,0.74,0.74,0.72,0.73,-0.06,7
105/03/07,148000,107640,0.72,0.75,0.71,0.71,-0.02,4
105/03/08,59000,40730,0.71,0.71,0.67,0.69,-0.02,3
105/03/09,286000,195460,0.68,0.69,0.67,0.67,-0.02,8
105/03/10,341000,246340,0.72,0.74,0.72,0.72,+0.05,13
105/03/11,408000,302320,0.72,0.77,0.71,0.76,+0.04,18
105/03/14,500000,386230,0.79,0.79,0.75,0.75,-0.01,10
105/03/15,259000,184350,0.74,0.74,0.69,0.69,-0.06,6
105/03/16,225000,162220,0.72,0.74,0.71,0.72,+0.03,4
105/03/17,370000,272950,0.73,0.75,0.72,0.72,0.00,7
105/03/18,219000,156120,0.72,0.72,0.70,0.71,-0.01,5
105/03/21,101000,74490,0.74,0.74,0.73,0.73,+0.02,5
105/03/22,181000,130830,0.73,0.75,0.71,0.71,-0.02,5
105/03/23,394000,269910,0.72,0.72,0.66,0.68,-0.03,10
105/03/24,482000,327810,0.67,0.70,0.63,0.63,-0.05,7
105/03/25,178000,112040,0.63,0.63,0.62,0.62,-0.01,2
105/03/28,77000,47840,0.63,0.63,0.62,0.62,0.00,3
105/03/29,10000,6000,0.60,0.60,0.60,0.60,-0.02,1
105/03/30,388000,228630,0.56,0.60,0.56,0.60,0.00,8
105/03/31,1315000,876660,0.61,0.71,0.61,0.71,+0.11,20
105/04/01,914000,623180,0.68,0.69,0.66,0.68,-0.03,19
