105/03/17,801000,1140490,1.33,1.51,1.33,1.45,+0.17,29
105/03/18,1203000,1740480,1.45,1.49,1.37,1.39,-0.06,62
105/03/21,374000,497830,1.33,1.37,1.29,1.35,-0.04,30
105/03/22,921000,1223480,1.38,1.39,1.31,1.32,-0.03,39
105/03/23,1011000,1308370,1.30,1.30,1.26,1.28,-0.04,30
105/03/24,1886000,2476400,1.30,1.33,1.29,1.31,+0.03,38
105/03/25,2365000,3139680,1.33,1.36,1.29,1.35,+0.04,63
105/03/28,2392000,3124930,1.32,1.35,1.24,1.26,-0.09,95
105/03/29,4465000,5082920,1.04,1.21,1.04,1.11,-0.15,200
105/03/30,1722000,1781280,1.08,1.08,0.98,1.05,-0.06,106
105/03/31,2586000,2821440,1.04,1.11,1.04,1.10,+0.05,83
105/04/01,2029000,2122140,1.09,1.09,1.02,1.07,-0.03,80
105/04/06,852000,891570,1.07,1.08,1.02,1.03,-0.04,52
105/04/07,1932000,1832990,1.00,1.00,0.93,0.96,-0.07,105
105/04/08,739000,707520,0.98,0.98,0.94,0.95,-0.01,48
105/04/11,1486000,1343100,0.93,0.96,0.88,0.95,0.00,91
105/04/12,1776000,1809720,0.95,1.12,0.95,1.08,+0.13,97
105/04/13,1931000,1918200,1.09,1.09,0.94,0.96,-0.12,122
105/04/14,755000,683410,0.90,0.96,0.86,0.93,-0.03,54
105/04/15,517000,456340,0.93,0.93,0.86,0.88,-0.05,41
105/04/18,330000,277730,0.86,0.90,0.81,0.84,-0.04,37
105/04/19,102000,89000,0.84,0.90,0.84,0.84,0.00,13
105/04/20,344000,288460,0.89,0.89,0.80,0.80,-0.04,23
105/04/21,158000,135520,0.80,0.87,0.80,0.87,+0.07,21
105/04/22,519000,506870,0.90,1.06,0.90,0.95,+0.08,54
105/04/25,619000,649300,1.06,1.15,0.92,1.01,+0.06,62
105/04/26,871000,798460,0.92,1.00,0.86,0.97,-0.04,65
105/04/27,104000,94010,0.97,0.97,0.89,0.95,-0.02,13
105/04/28,935000,940320,0.99,1.04,0.96,0.97,+0.02,63
105/04/29,379000,373280,0.98,1.02,0.97,0.99,+0.02,33
105/05/03,314000,289920,0.96,0.96,0.90,0.92,-0.07,19
105/05/04,532000,456150,0.89,0.91,0.83,0.86,-0.06,30
105/05/05,416000,340890,0.83,0.87,0.81,0.81,-0.05,29
105/05/06,746000,658620,0.78,0.96,0.77,0.93,+0.12,73
105/05/09,1104000,1062740,0.89,1.08,0.88,0.89,-0.04,129
105/05/10,1782000,1618620,0.89,1.08,0.85,0.87,-0.02,172
105/05/11,1217000,1137740,0.84,1.12,0.80,1.12,+0.25,162
105/05/12,1759000,2108410,1.16,1.38,1.06,1.35,+0.23,256
105/05/13,2186000,2501700,1.18,1.37,1.06,1.10,-0.25,271
105/05/16,1267000,1355970,1.10,1.18,1.01,1.08,-0.02,140
105/05/17,891000,911030,1.05,1.09,0.99,1.00,-0.08,83
105/05/18,755000,745960,1.03,1.07,0.95,0.98,-0.02,73
105/05/19,509000,476870,0.93,0.97,0.91,0.97,-0.01,80
105/05/20,484000,474160,0.92,1.02,0.92,0.96,-0.01,61
105/05/23,1512000,1237680,0.94,0.94,0.75,0.77,-0.19,123
105/05/24,426000,318670,0.73,0.82,0.68,0.81,+0.04,61
105/05/25,334000,253730,0.72,0.79,0.72,0.78,-0.03,59
105/05/26,171000,130830,0.71,0.79,0.71,0.78,0.00,22
105/05/27,28000,20610,0.73,0.77,0.73,0.77,-0.01,5
105/05/30,41000,30430,0.75,0.76,0.72,0.76,-0.01,9
105/05/31,139000,98780,0.72,0.76,0.69,0.69,-0.07,17
105/06/01,115000,80100,0.69,0.75,0.66,0.69,0.00,16
105/06/02,585000,446090,0.69,0.80,0.69,0.79,+0.10,51
105/06/03,374000,269280,0.79,0.79,0.70,0.71,-0.08,30
105/06/04,204000,141140,0.75,0.75,0.68,0.69,-0.02,14
105/06/06,379000,276640,0.70,0.76,0.70,0.71,+0.02,23
105/06/07,379000,260510,0.70,0.70,0.67,0.70,-0.01,31
105/06/08,277000,190410,0.67,0.72,0.67,0.68,-0.02,18
105/06/13,434000,308810,0.67,0.75,0.67,0.73,+0.05,42
105/06/14,159000,112900,0.76,0.76,0.70,0.71,-0.02,14
