105/09/10,0,0,---,---,---,---,---,0
105/09/12,20000,26000,1.30,1.30,1.30,1.30,+0.01,1
105/09/13,160000,172750,1.06,1.14,1.06,1.14,-0.16,5
105/09/14,116000,117660,1.03,1.03,1.00,1.03,-0.11,6
105/09/19,344000,392120,1.11,1.19,1.10,1.19,+0.16,13
105/09/20,2274000,3177860,1.21,1.52,1.21,1.47,+0.28,57
105/09/21,2147000,3150400,1.53,1.54,1.43,1.49,+0.02,81
105/09/22,279000,440910,1.59,1.61,1.55,1.58,+0.09,18
105/09/23,447000,748460,1.58,1.84,1.56,1.74,+0.16,27
105/09/26,921000,1651320,1.80,1.84,1.75,1.80,+0.06,46
105/09/29,604000,1041740,1.77,1.77,1.65,1.65,-0.15,23
105/09/30,652000,993280,1.53,1.60,1.49,1.60,-0.05,14
105/10/03,715000,1060090,1.53,1.53,1.35,1.35,-0.25,18
105/10/04,1725000,2041350,1.24,1.24,1.15,1.16,-0.19,24
105/10/05,2172000,2518340,0.96,1.25,0.96,1.20,+0.04,50
105/10/06,1762000,2193780,1.25,1.28,1.19,1.23,+0.03,63
105/10/07,454000,522210,1.16,1.16,1.14,1.16,-0.07,12
105/10/11,493000,613350,1.19,1.28,1.14,1.17,+0.01,13
105/10/12,1174000,1350500,1.14,1.21,1.11,1.11,-0.06,17
105/10/13,787000,874900,1.11,1.13,1.09,1.12,+0.01,11
105/10/14,511000,494370,1.05,1.05,0.94,0.95,-0.17,9
105/10/17,1427000,1346030,0.88,0.99,0.88,0.98,+0.03,18
105/10/18,1382000,1346480,0.98,0.98,0.96,0.97,-0.01,13
105/10/19,653000,640280,0.98,1.00,0.97,0.97,0.00,9
105/10/20,331000,285560,0.86,0.89,0.81,0.81,-0.16,11
105/10/21,315000,230860,0.72,0.77,0.72,0.77,-0.04,10
105/10/24,152000,99670,0.71,0.71,0.59,0.66,-0.11,8
105/10/25,501000,388050,0.65,0.85,0.65,0.85,+0.19,16
105/10/26,734000,605600,0.80,0.87,0.76,0.76,-0.09,19
105/10/27,285000,224100,0.78,0.82,0.78,0.80,+0.04,6
105/10/28,720000,562570,0.77,0.80,0.71,0.80,0.00,10
105/10/31,675000,458410,0.66,0.69,0.66,0.68,-0.12,6
105/11/01,57000,35510,0.63,0.63,0.62,0.63,-0.05,4
105/11/02,58000,29340,0.48,0.51,0.48,0.48,-0.15,3
105/11/03,110000,45700,0.41,0.42,0.41,0.42,-0.06,3
105/11/04,333000,127860,0.42,0.42,0.38,0.38,-0.04,2
105/11/07,226000,58290,0.30,0.31,0.23,0.23,-0.15,10
105/11/08,220000,52990,0.26,0.26,0.23,0.24,+0.01,6
105/11/09,1347000,218790,0.17,0.17,0.15,0.15,-0.09,11
105/11/10,1811000,328380,0.16,0.19,0.16,0.17,+0.02,13
105/11/11,1378000,281440,0.18,0.23,0.18,0.22,+0.05,13
105/11/14,479000,108940,0.21,0.24,0.20,0.24,+0.02,7
105/11/15,289000,82500,0.25,0.30,0.25,0.30,+0.06,8
105/11/16,228000,68320,0.31,0.31,0.27,0.31,+0.01,5
105/11/17,112000,32540,0.32,0.32,0.28,0.30,-0.01,6
105/11/18,121000,30680,0.28,0.28,0.24,0.26,-0.04,7
105/11/21,140000,37370,0.27,0.28,0.25,0.28,+0.02,5
105/11/22,91000,26910,0.30,0.33,0.29,0.33,+0.05,4
105/11/23,42000,13130,0.31,0.32,0.31,0.32,-0.01,4
105/11/24,22000,6820,0.31,0.31,0.31,0.31,-0.01,1
105/11/25,130000,54160,0.35,0.91,0.35,0.62,+0.31,13
105/11/28,558000,296620,0.50,0.57,0.48,0.54,-0.08,23
105/11/29,182000,89920,0.50,0.53,0.47,0.51,-0.03,11
105/11/30,298000,159850,0.54,0.57,0.45,0.45,-0.06,9
105/12/01,676000,253660,0.40,0.40,0.36,0.37,-0.08,11
105/12/02,36000,12660,0.36,0.36,0.35,0.35,-0.02,3
105/12/05,182000,70020,0.36,0.40,0.36,0.36,+0.01,7
105/12/06,92000,29440,0.32,0.32,0.32,0.32,-0.04,2
105/12/07,62000,21600,0.35,0.36,0.34,0.36,+0.04,5
105/12/08,249000,104360,0.36,0.46,0.36,0.41,+0.05,17
105/12/09,100000,40300,0.41,0.42,0.38,0.39,-0.02,5
105/12/12,63000,19730,0.32,0.32,0.31,0.31,-0.08,4
105/12/13,20000,6400,0.32,0.32,0.32,0.32,+0.01,1
105/12/14,116000,45120,0.38,0.41,0.37,0.39,+0.07,8
105/12/15,134000,49380,0.35,0.39,0.35,0.39,0.00,6
105/12/16,153000,68090,0.46,0.47,0.43,0.43,+0.04,7
105/12/19,180000,80200,0.45,0.45,0.44,0.44,+0.01,2
105/12/20,262000,130540,0.47,0.52,0.47,0.52,+0.08,9
105/12/21,101000,44640,0.45,0.45,0.43,0.44,-0.08,7
105/12/22,10000,4460,0.45,0.45,0.44,0.45,+0.01,3
105/12/23,0,0,---,---,---,---,---,0
105/12/26,0,0,---,---,---,---,---,0
105/12/27,6000,2520,0.42,0.42,0.42,0.42,+0.02,2
105/12/28,0,0,---,---,---,---,---,0
105/12/29,0,0,---,---,---,---,---,0
105/12/30,0,0,---,---,---,---,---,0
106/01/03,10000,2800,0.28,0.28,0.28,0.28,-0.05,1
106/01/04,0,0,---,---,---,---,---,0
106/01/05,79000,26440,0.32,0.38,0.32,0.38,+0.09,6
106/01/06,53000,19740,0.38,0.38,0.34,0.34,-0.04,2
106/01/09,10000,2700,0.27,0.27,0.27,0.27,-0.07,1
106/01/10,0,0,---,---,---,---,---,0
106/01/11,0,0,---,---,---,---,---,0
106/01/12,414000,79120,0.22,0.22,0.19,0.20,-0.04,6
106/01/13,69000,12480,0.17,0.20,0.17,0.20,0.00,3
106/01/16,39000,7410,0.19,0.19,0.19,0.19,-0.01,1
106/01/17,0,0,---,---,---,---,---,0
106/01/18,351000,71200,0.20,0.21,0.20,0.21,+0.02,3
106/01/19,120000,27600,0.23,0.23,0.23,0.23,+0.02,2
106/01/20,0,0,---,---,---,---,---,0
106/01/23,0,0,---,---,---,---,---,0
106/01/24,189000,49790,0.26,0.27,0.26,0.27,0.00,2
106/02/02,72000,30730,0.37,0.46,0.37,0.46,+0.19,4
106/02/03,332000,219080,0.56,0.71,0.56,0.65,+0.19,9
106/02/06,315000,152700,0.46,0.50,0.46,0.50,-0.15,10
106/02/07,932000,637800,0.54,0.79,0.54,0.75,+0.25,47
106/02/08,976000,662500,0.65,0.72,0.64,0.67,-0.08,31
106/02/09,656000,460330,0.73,0.78,0.61,0.61,-0.06,16
106/02/10,415000,219800,0.56,0.58,0.52,0.52,-0.09,14
106/02/13,2116000,997970,0.50,0.51,0.42,0.46,-0.06,36
106/02/14,2134000,900840,0.43,0.45,0.38,0.39,-0.07,29
106/02/15,944000,410500,0.47,0.51,0.37,0.37,-0.02,23
106/02/16,390000,153800,0.36,0.43,0.31,0.43,+0.06,11
106/02/17,432000,212270,0.45,0.55,0.45,0.55,+0.12,18
106/02/18,335000,168900,0.52,0.52,0.47,0.50,-0.05,10
106/02/20,117000,52980,0.46,0.46,0.42,0.42,-0.08,5
106/02/21,155000,69700,0.42,0.48,0.42,0.46,+0.04,8
