105/10/14,0,0,---,---,---,---,---,0
105/10/17,5000,3600,0.74,0.74,0.71,0.71,-0.03,5
105/10/18,51000,38750,0.76,0.76,0.75,0.75,+0.04,2
105/10/19,477000,334620,0.75,0.75,0.69,0.70,-0.05,9
105/10/20,601000,514970,0.83,0.88,0.82,0.84,+0.14,24
105/10/21,464000,395940,0.84,0.87,0.82,0.82,-0.02,10
105/10/24,106000,88810,0.82,0.86,0.82,0.82,0.00,8
105/10/25,655000,533800,0.82,0.82,0.80,0.82,0.00,8
105/10/26,555000,466750,0.85,0.85,0.80,0.80,-0.02,14
105/10/27,553000,443300,0.83,0.83,0.79,0.83,+0.03,15
105/10/28,669000,536170,0.81,0.82,0.79,0.79,-0.04,11
105/10/31,22000,16060,0.73,0.73,0.73,0.73,-0.06,2
105/11/01,0,0,---,---,---,---,---,0
105/11/02,11000,7820,0.72,0.72,0.71,0.71,-0.02,2
105/11/03,165000,126270,0.73,0.77,0.73,0.74,+0.03,4
105/11/04,20000,14370,0.73,0.73,0.71,0.72,-0.02,3
105/11/07,200000,148000,0.74,0.74,0.74,0.74,+0.02,4
105/11/08,601000,495290,0.82,0.84,0.80,0.82,+0.08,11
105/11/09,257000,189590,0.78,0.78,0.62,0.62,-0.20,8
105/11/10,4000,3020,0.75,0.76,0.75,0.76,+0.14,2
105/11/11,1000,700,0.70,0.70,0.70,0.70,-0.06,1
105/11/14,2000,1320,0.66,0.66,0.66,0.66,-0.04,1
105/11/15,0,0,---,---,---,---,---,0
105/11/16,6000,3960,0.66,0.66,0.66,0.66,-0.02,1
105/11/17,0,0,---,---,---,---,---,0
105/11/18,32000,24040,0.77,0.77,0.75,0.75,+0.09,2
105/11/21,279000,211130,0.75,0.77,0.75,0.77,+0.02,17
105/11/22,308000,242980,0.80,0.81,0.76,0.78,+0.01,16
105/11/23,141000,116610,0.85,0.85,0.80,0.81,+0.03,13
105/11/24,1056000,933810,0.78,0.98,0.78,0.93,+0.12,48
105/11/25,929000,885580,1.01,1.02,0.87,0.87,-0.06,72
105/11/28,1984000,2052700,0.92,1.12,0.92,1.01,+0.14,67
105/11/29,1026000,1031130,1.01,1.03,0.98,1.00,-0.01,49
105/11/30,30000,29150,0.98,0.98,0.97,0.97,-0.03,2
105/12/01,1018000,1054290,1.05,1.08,0.96,0.96,-0.01,30
105/12/02,367000,333360,0.87,0.92,0.87,0.92,-0.04,23
105/12/05,467000,432270,0.96,0.96,0.90,0.93,+0.01,11
105/12/06,355000,335850,0.95,0.97,0.93,0.93,0.00,6
105/12/07,320000,293350,0.97,0.97,0.88,0.89,-0.04,10
105/12/08,128000,108810,0.85,0.86,0.84,0.84,-0.05,4
105/12/09,1426000,1255860,0.85,0.90,0.85,0.90,+0.06,21
105/12/12,1074000,931390,0.88,0.88,0.84,0.87,-0.03,19
105/12/13,429000,344210,0.84,0.84,0.77,0.77,-0.10,8
105/12/14,23000,18070,0.79,0.79,0.78,0.78,+0.01,2
105/12/15,10000,7900,0.79,0.79,0.79,0.79,+0.01,1
105/12/16,27000,21710,0.79,0.84,0.79,0.84,+0.05,4
105/12/19,37000,33150,0.90,0.90,0.88,0.88,+0.04,4
105/12/20,76000,66880,0.88,0.88,0.88,0.88,0.00,5
105/12/21,0,0,---,---,---,---,---,0
105/12/22,15000,12420,0.82,0.83,0.82,0.82,0.00,4
105/12/23,9000,7920,0.88,0.88,0.88,0.88,+0.06,1
105/12/26,0,0,---,---,---,---,---,0
105/12/27,144000,109350,0.76,0.76,0.75,0.75,-0.04,2
