105/08/03,0,0,---,---,---,---,---,0
105/08/04,0,0,---,---,---,---,---,0
105/08/05,511000,459690,0.88,0.91,0.88,0.90,+0.03,5
105/08/08,531000,471210,0.89,0.90,0.87,0.87,-0.03,8
105/08/09,27000,20700,0.79,0.79,0.70,0.70,-0.17,2
105/08/10,0,0,---,---,---,---,---,0
105/08/11,0,0,---,---,---,---,---,0
105/08/12,10000,6700,0.67,0.67,0.67,0.67,0.00,1
105/08/15,0,0,---,---,---,---,---,0
105/08/16,120000,78010,0.66,0.66,0.65,0.65,-0.01,5
105/08/17,0,0,---,---,---,---,---,0
105/08/18,0,0,---,---,---,---,---,0
105/08/19,7000,4410,0.63,0.63,0.63,0.63,+0.02,1
105/08/22,120000,69600,0.58,0.58,0.58,0.58,-0.05,3
105/08/23,0,0,---,---,---,---,---,0
105/08/24,0,0,---,---,---,---,---,0
105/08/25,0,0,---,---,---,---,---,0
105/08/26,0,0,---,---,---,---,---,0
105/08/29,0,0,---,---,---,---,---,0
105/08/30,0,0,---,---,---,---,---,0
105/08/31,0,0,---,---,---,---,---,0
105/09/01,0,0,---,---,---,---,---,0
105/09/02,0,0,---,---,---,---,---,0
105/09/05,0,0,---,---,---,---,---,0
105/09/06,0,0,---,---,---,---,---,0
105/09/07,8000,4480,0.56,0.56,0.56,0.56,+0.04,1
105/09/08,0,0,---,---,---,---,---,0
105/09/09,36000,20880,0.58,0.58,0.58,0.58,+0.04,4
105/09/10,28000,14280,0.51,0.51,0.51,0.51,-0.07,1
105/09/12,0,0,---,---,---,---,---,0
105/09/13,0,0,---,---,---,---,---,0
105/09/14,0,0,---,---,---,---,---,0
105/09/19,0,0,---,---,---,---,---,0
105/09/20,0,0,---,---,---,---,---,0
105/09/21,0,0,---,---,---,---,---,0
105/09/22,0,0,---,---,---,---,---,0
105/09/23,3000,1590,0.53,0.53,0.53,0.53,+0.02,1
105/09/26,3000,1740,0.58,0.58,0.58,0.58,+0.05,1
105/09/29,0,0,---,---,---,---,---,0
105/09/30,0,0,---,---,---,---,---,0
105/10/03,0,0,---,---,---,---,---,0
105/10/04,0,0,---,---,---,---,---,0
105/10/05,2000,960,0.48,0.48,0.48,0.48,-0.01,1
105/10/06,0,0,---,---,---,---,---,0
105/10/07,2000,880,0.44,0.44,0.44,0.44,-0.04,1
105/10/11,0,0,---,---,---,---,---,0
105/10/12,0,0,---,---,---,---,---,0
105/10/13,0,0,---,---,---,---,---,0
105/10/14,0,0,---,---,---,---,---,0
105/10/17,0,0,---,---,---,---,---,0
105/10/18,0,0,---,---,---,---,---,0
105/10/19,0,0,---,---,---,---,---,0
105/10/20,0,0,---,---,---,---,---,0
105/10/21,0,0,---,---,---,---,---,0
105/10/24,0,0,---,---,---,---,---,0
105/10/25,635000,169820,0.26,0.28,0.26,0.28,+0.02,5
105/10/26,599000,150750,0.26,0.26,0.25,0.25,-0.03,3
105/10/27,4000,1040,0.26,0.26,0.26,0.26,+0.01,1
105/10/28,32000,8000,0.25,0.25,0.25,0.25,-0.01,1
105/10/31,0,0,---,---,---,---,---,0
105/11/01,0,0,---,---,---,---,---,0
105/11/02,0,0,---,---,---,---,---,0
105/11/03,0,0,---,---,---,---,---,0
105/11/04,0,0,---,---,---,---,---,0
105/11/07,10000,1400,0.14,0.14,0.14,0.14,0.00,1
105/11/08,0,0,---,---,---,---,---,0
105/11/09,0,0,---,---,---,---,---,0
105/11/10,0,0,---,---,---,---,---,0
105/11/11,10000,1800,0.18,0.18,0.18,0.18,+0.04,1
105/11/14,40000,5400,0.13,0.14,0.13,0.14,-0.04,3
105/11/15,10000,1400,0.14,0.14,0.14,0.14,0.00,1
105/11/16,0,0,---,---,---,---,---,0
105/11/17,0,0,---,---,---,---,---,0
105/11/18,0,0,---,---,---,---,---,0
105/11/21,0,0,---,---,---,---,---,0
105/11/22,0,0,---,---,---,---,---,0
105/11/23,30000,5000,0.17,0.17,0.16,0.16,0.00,3
105/11/24,20000,3300,0.17,0.17,0.16,0.16,0.00,2
105/11/25,20000,2800,0.14,0.14,0.14,0.14,-0.02,1
105/11/28,0,0,---,---,---,---,---,0
105/11/29,0,0,---,---,---,---,---,0
105/11/30,0,0,---,---,---,---,---,0
105/12/01,10000,1400,0.14,0.14,0.14,0.14,+0.01,1
105/12/02,0,0,---,---,---,---,---,0
105/12/05,0,0,---,---,---,---,---,0
105/12/06,0,0,---,---,---,---,---,0
105/12/07,30000,3000,0.10,0.10,0.10,0.10,-0.01,1
