105/09/02,0,0,---,---,---,---,---,0
105/09/05,45000,278150,6.10,6.45,6.10,6.45,+0.65,3
105/09/06,47000,343150,7.40,7.40,7.10,7.10,+0.65,5
105/09/07,301000,2126700,6.70,7.30,6.60,7.20,+0.10,16
105/09/08,545000,3858350,6.90,7.45,6.80,7.35,+0.15,45
105/09/09,321000,2335400,6.95,7.70,6.90,7.65,+0.30,31
105/09/10,92000,634650,6.90,7.10,6.60,6.65,-1.00,14
105/09/12,81000,537350,6.50,6.75,6.45,6.55,-0.10,10
105/09/13,53000,363150,6.95,6.95,6.60,6.60,+0.05,8
105/09/14,37000,251300,6.75,7.05,6.75,7.05,+0.45,6
105/09/19,69000,524800,8.00,8.00,7.30,7.35,+0.30,15
105/09/20,22000,163500,7.35,7.50,7.35,7.50,+0.15,2
105/09/21,31000,234000,7.50,7.70,7.50,7.70,+0.20,4
105/09/22,64000,460250,7.60,7.60,6.80,6.80,-0.90,7
105/09/23,8000,53800,6.80,6.80,6.60,6.60,-0.20,4
105/09/26,38000,232050,6.15,6.15,5.90,6.15,-0.45,10
105/09/29,271000,1767350,6.20,6.70,6.20,6.40,+0.25,19
105/09/30,359000,2341100,6.30,7.15,6.20,7.10,+0.70,38
105/10/03,85000,588200,7.00,7.10,6.75,6.95,-0.15,12
105/10/04,24000,167650,7.05,7.25,6.70,7.00,+0.05,9
105/10/05,64000,420000,6.80,6.80,6.45,6.50,-0.50,14
105/10/06,61000,384600,6.25,6.50,6.25,6.25,-0.25,8
105/10/07,33000,184300,6.00,6.00,5.30,5.50,-0.75,7
105/10/11,69000,324420,5.30,5.35,4.19,4.31,-1.19,13
105/10/12,42000,188690,4.35,4.68,4.24,4.37,+0.06,7
105/10/13,106000,392050,3.80,3.90,3.46,3.46,-0.91,13
105/10/14,56000,178690,3.70,3.70,3.11,3.11,-0.35,6
105/10/17,25000,81320,3.30,3.36,3.09,3.27,+0.16,7
105/10/18,107000,433080,3.67,4.53,3.55,4.53,+1.26,12
105/10/19,263000,1254210,4.43,5.60,4.25,4.68,+0.15,11
105/10/20,50000,259250,5.00,5.55,5.00,5.00,+0.32,4
105/10/21,90000,487750,5.15,5.65,5.15,5.30,+0.30,7
105/10/24,0,0,---,---,---,---,---,0
105/10/25,10000,49600,4.96,4.96,4.96,4.96,-0.34,1
105/10/26,88000,437040,4.50,5.30,4.50,5.30,+0.34,8
105/10/27,68000,351050,5.30,5.30,4.99,4.99,-0.31,7
105/10/28,15000,73500,4.90,4.90,4.90,4.90,-0.09,1
105/10/31,44000,187310,4.09,4.33,4.09,4.33,-0.57,6
105/11/01,0,0,---,---,---,---,---,0
105/11/02,20000,69400,3.49,3.49,3.45,3.45,-0.66,2
105/11/03,26000,87480,3.45,3.45,3.30,3.33,-0.12,3
105/11/04,37000,120790,3.35,3.35,3.15,3.15,-0.18,5
105/11/07,153000,654830,3.70,4.45,3.70,4.45,+1.30,27
105/11/08,70000,349000,5.05,5.20,4.63,4.63,+0.18,5
105/11/09,22000,88670,4.64,4.64,3.45,3.45,-1.18,4
105/11/10,47000,219260,4.31,4.80,4.31,4.78,+1.33,8
105/11/11,30000,138900,4.63,4.63,4.63,4.63,-0.15,2
105/11/14,6000,32800,5.30,5.50,5.30,5.50,+0.87,2
105/11/15,7000,37900,5.40,5.45,5.40,5.45,-0.05,2
105/11/16,95000,540250,5.85,5.90,5.30,5.30,-0.15,7
105/11/17,30000,145500,4.85,4.85,4.85,4.85,-0.45,1
105/11/18,1000,5700,5.70,5.70,5.70,5.70,+0.85,1
105/11/21,20000,105000,5.25,5.25,5.25,5.25,-0.45,1
105/11/22,0,0,---,---,---,---,---,0
105/11/23,0,0,---,---,---,---,---,0
105/11/24,0,0,---,---,---,---,---,0
105/11/25,0,0,---,---,---,---,---,0
105/11/28,29000,168850,5.80,5.90,5.80,5.90,+0.65,4
105/11/29,21000,110450,5.30,5.30,5.25,5.25,-0.65,2
