105/10/17,0,0,---,---,---,---,---,0
105/10/18,348000,308720,0.88,0.90,0.88,0.90,+0.05,4
105/10/19,579000,544430,0.94,0.95,0.93,0.93,+0.03,8
105/10/20,231000,212290,0.92,0.94,0.91,0.94,+0.01,5
105/10/21,132000,124660,0.95,0.95,0.93,0.93,-0.01,3
105/10/24,157000,139500,0.90,0.90,0.84,0.84,-0.09,2
105/10/25,206000,175100,0.85,0.85,0.85,0.85,+0.01,3
105/10/26,6000,4980,0.83,0.83,0.83,0.83,-0.02,1
105/10/27,0,0,---,---,---,---,---,0
105/10/28,200000,150000,0.75,0.75,0.75,0.75,-0.07,1
105/10/31,1000,680,0.68,0.68,0.68,0.68,-0.07,1
105/11/01,267000,195510,0.74,0.74,0.72,0.72,+0.04,12
105/11/02,249000,175600,0.71,0.71,0.64,0.64,-0.08,5
105/11/03,1000,610,0.61,0.61,0.61,0.61,-0.03,1
105/11/04,13000,7820,0.59,0.62,0.58,0.62,+0.01,5
105/11/07,152000,93630,0.62,0.63,0.56,0.56,-0.06,9
105/11/08,446000,230430,0.51,0.53,0.49,0.51,-0.05,8
105/11/09,394000,206970,0.54,0.57,0.49,0.49,-0.02,13
105/11/10,755000,421160,0.54,0.57,0.53,0.56,+0.07,10
105/11/11,717000,396830,0.56,0.56,0.54,0.54,-0.02,5
105/11/14,38000,19000,0.50,0.50,0.50,0.50,-0.04,4
105/11/15,319000,149750,0.46,0.47,0.46,0.47,-0.03,3
105/11/16,300000,150010,0.51,0.51,0.50,0.50,+0.03,2
105/11/17,32000,14900,0.48,0.48,0.44,0.44,-0.06,3
105/11/18,198000,89100,0.45,0.45,0.45,0.45,+0.01,2
105/11/21,179000,80570,0.45,0.47,0.45,0.47,+0.02,2
105/11/22,388000,188450,0.49,0.49,0.48,0.48,+0.01,4
105/11/23,573000,280270,0.48,0.51,0.48,0.50,+0.02,8
105/11/24,150000,72000,0.48,0.48,0.48,0.48,-0.02,2
105/11/25,167000,80160,0.48,0.48,0.48,0.48,0.00,1
105/11/28,167000,80160,0.48,0.48,0.48,0.48,0.00,1
105/11/29,0,0,---,---,---,---,---,0
105/11/30,0,0,---,---,---,---,---,0
105/12/01,0,0,---,---,---,---,---,0
105/12/02,0,0,---,---,---,---,---,0
105/12/05,0,0,---,---,---,---,---,0
105/12/06,156000,64350,0.40,0.43,0.40,0.43,+0.04,8
105/12/07,56000,23440,0.41,0.42,0.41,0.42,-0.01,2
105/12/08,427000,248450,0.49,0.64,0.49,0.61,+0.19,15
105/12/09,282000,154840,0.56,0.56,0.53,0.54,-0.07,7
105/12/12,10000,5600,0.56,0.56,0.56,0.56,+0.02,1
105/12/13,12000,6090,0.51,0.51,0.48,0.48,-0.08,3
105/12/14,10000,4800,0.48,0.48,0.48,0.48,0.00,1
105/12/15,92000,40570,0.46,0.47,0.43,0.44,-0.04,6
105/12/16,0,0,---,---,---,---,---,0
105/12/19,110000,46000,0.42,0.42,0.40,0.40,-0.03,2
105/12/20,0,0,---,---,---,---,---,0
105/12/21,13000,5300,0.40,0.41,0.40,0.41,+0.03,2
105/12/22,0,0,---,---,---,---,---,0
105/12/23,60000,22200,0.37,0.37,0.37,0.37,-0.01,3
