107/09/07,310000,278060,0.89,0.92,0.83,0.83,0.00,11
107/09/12,518000,451670,0.86,0.91,0.81,0.90,+0.05,19
107/09/13,89000,77350,0.88,0.88,0.81,0.81,-0.09,10
107/09/19,98000,91080,0.95,0.95,0.89,0.91,+0.02,8
107/09/20,40000,37680,0.96,0.96,0.89,0.89,-0.02,4
107/09/25,9000,6660,0.74,0.74,0.74,0.74,-0.13,1
107/10/01,573000,484700,0.81,0.88,0.81,0.84,+0.09,16
107/10/02,353000,251430,0.73,0.73,0.71,0.71,-0.13,5
107/10/03,0,0,---,---,---,---,---,0
107/10/04,6000,3930,0.68,0.68,0.65,0.65,-0.03,2
107/10/05,0,0,---,---,---,---,---,0
107/10/08,0,0,---,---,---,---,---,0
107/10/09,100000,52450,0.52,0.53,0.52,0.53,+0.01,2
107/10/12,2000,820,0.41,0.41,0.41,0.41,+0.03,1
107/10/15,0,0,---,---,---,---,---,0
107/10/17,25000,11500,0.46,0.46,0.46,0.46,+0.03,5
107/10/19,0,0,---,---,---,---,---,0
107/10/25,0,0,---,---,---,---,---,0
107/10/26,0,0,---,---,---,---,---,0
107/10/31,0,0,---,---,---,---,---,0
107/11/01,0,0,---,---,---,---,---,0
107/11/02,0,0,---,---,---,---,---,0
107/11/05,0,0,---,---,---,---,---,0
107/11/06,0,0,---,---,---,---,---,0
107/11/08,0,0,---,---,---,---,---,0
107/11/09,0,0,---,---,---,---,---,0
107/11/12,0,0,---,---,---,---,---,0
107/11/13,0,0,---,---,---,---,---,0
