105/05/19,263000,246680,0.95,0.96,0.93,0.93,-0.08,11
105/05/20,182000,172420,0.96,0.96,0.94,0.94,+0.01,7
105/05/23,168000,153810,0.94,0.96,0.88,0.88,-0.06,11
105/05/24,68000,60090,0.89,0.90,0.88,0.90,+0.02,5
105/05/25,5000,4450,0.89,0.89,0.89,0.89,-0.01,1
105/05/26,10000,8900,0.89,0.89,0.89,0.89,0.00,1
105/05/27,0,0,---,---,---,---,---,0
105/05/30,136000,116880,0.85,0.86,0.85,0.86,-0.02,2
105/05/31,10000,8500,0.85,0.85,0.85,0.85,-0.01,1
105/06/01,384000,326400,0.85,0.85,0.85,0.85,0.00,3
105/06/02,384000,330240,0.85,0.88,0.85,0.88,+0.03,4
105/06/03,128000,112640,0.88,0.88,0.88,0.88,0.00,1
105/06/04,0,0,---,---,---,---,---,0
105/06/06,5000,4050,0.81,0.81,0.81,0.81,-0.05,1
105/06/07,0,0,---,---,---,---,---,0
105/06/08,0,0,---,---,---,---,---,0
105/06/13,158000,114740,0.73,0.73,0.71,0.71,-0.06,2
105/06/14,384000,275200,0.71,0.72,0.71,0.72,+0.01,4
105/06/15,384000,275200,0.71,0.72,0.71,0.72,0.00,3
105/06/16,128000,92160,0.72,0.72,0.72,0.72,0.00,5
105/06/17,161000,115860,0.70,0.72,0.70,0.72,0.00,3
105/06/20,326000,229420,0.71,0.71,0.70,0.71,-0.01,5
105/06/21,168000,117600,0.70,0.70,0.70,0.70,-0.01,5
105/06/22,168000,115920,0.69,0.69,0.69,0.69,-0.01,1
105/06/23,168000,114240,0.68,0.68,0.68,0.68,-0.01,2
105/06/24,744000,530420,0.68,0.76,0.68,0.75,+0.07,8
105/06/27,744000,540260,0.75,0.75,0.71,0.71,-0.04,12
105/06/28,0,0,---,---,---,---,---,0
105/06/29,0,0,---,---,---,---,---,0
105/06/30,655000,449650,0.67,0.70,0.67,0.70,+0.02,6
105/07/01,655000,438850,0.67,0.67,0.67,0.67,-0.03,10
105/07/04,166000,102920,0.62,0.62,0.62,0.62,-0.05,1
105/07/05,334000,208760,0.62,0.63,0.62,0.63,+0.01,3
105/07/06,336000,215040,0.64,0.64,0.64,0.64,+0.01,3
105/07/07,168000,104160,0.62,0.62,0.62,0.62,-0.02,1
105/07/11,504000,297360,0.59,0.59,0.59,0.59,-0.03,4
105/07/12,840000,491320,0.59,0.59,0.58,0.59,0.00,9
105/07/13,336000,194880,0.58,0.58,0.58,0.58,-0.01,5
105/07/14,0,0,---,---,---,---,---,0
