105/05/17,15000,14150,0.99,0.99,0.92,0.92,-0.12,2
105/05/18,154000,130810,0.89,0.89,0.84,0.84,-0.08,6
105/05/19,188000,155160,0.81,0.85,0.81,0.85,+0.01,10
105/05/20,119000,99860,0.84,0.84,0.83,0.83,-0.02,4
105/05/23,25000,20100,0.81,0.81,0.80,0.80,-0.03,2
105/05/24,50000,40900,0.80,0.83,0.80,0.83,+0.03,2
105/05/25,30000,24000,0.80,0.80,0.80,0.80,-0.03,1
105/05/26,105000,82900,0.79,0.79,0.78,0.78,-0.02,2
105/05/27,5000,3850,0.77,0.77,0.77,0.77,-0.01,1
105/05/30,310000,230300,0.74,0.75,0.73,0.73,-0.04,4
105/05/31,15000,10800,0.73,0.73,0.70,0.70,-0.03,2
105/06/01,25000,15250,0.59,0.64,0.59,0.64,-0.06,4
105/06/02,101000,67740,0.64,0.69,0.64,0.68,+0.04,7
105/06/03,15000,10150,0.67,0.68,0.67,0.68,0.00,2
105/06/04,71000,47770,0.68,0.68,0.67,0.67,-0.01,3
105/06/06,0,0,---,---,---,---,---,0
105/06/07,0,0,---,---,---,---,---,0
105/06/08,0,0,---,---,---,---,---,0
105/06/13,75000,47250,0.63,0.63,0.63,0.63,0.00,4
105/06/14,0,0,---,---,---,---,---,0
105/06/15,80000,49200,0.62,0.62,0.61,0.61,-0.01,2
105/06/16,40000,24400,0.61,0.61,0.61,0.61,0.00,1
105/06/17,0,0,---,---,---,---,---,0
105/06/20,0,0,---,---,---,---,---,0
105/06/21,0,0,---,---,---,---,---,0
105/06/22,0,0,---,---,---,---,---,0
105/06/23,20000,12800,0.64,0.64,0.64,0.64,+0.02,1
105/06/24,30000,19800,0.66,0.66,0.66,0.66,+0.02,1
105/06/27,0,0,---,---,---,---,---,0
105/06/28,0,0,---,---,---,---,---,0
105/06/29,30000,18300,0.61,0.61,0.61,0.61,-0.03,1
105/06/30,100000,62000,0.62,0.62,0.62,0.62,+0.01,1
105/07/01,0,0,---,---,---,---,---,0
105/07/04,80000,52850,0.66,0.67,0.66,0.66,+0.04,3
105/07/05,75000,47750,0.64,0.64,0.63,0.63,-0.03,2
105/07/06,0,0,---,---,---,---,---,0
105/07/07,0,0,---,---,---,---,---,0
105/07/11,0,0,---,---,---,---,---,0
105/07/12,0,0,---,---,---,---,---,0
105/07/13,42000,25620,0.61,0.61,0.61,0.61,0.00,1
105/07/14,47000,28200,0.60,0.60,0.60,0.60,-0.01,2
105/07/15,0,0,---,---,---,---,---,0
105/07/18,0,0,---,---,---,---,---,0
105/07/19,15000,8300,0.55,0.56,0.55,0.56,-0.01,6
105/07/20,5000,2650,0.53,0.53,0.53,0.53,-0.03,5
105/07/21,0,0,---,---,---,---,---,0
105/07/22,0,0,---,---,---,---,---,0
105/07/25,0,0,---,---,---,---,---,0
105/07/26,1763000,875850,0.50,0.50,0.49,0.49,+0.02,11
105/07/27,26000,12740,0.49,0.49,0.49,0.49,0.00,2
