105/09/06,0,0,---,---,---,---,---,0
105/09/07,20000,20400,1.02,1.02,1.02,1.02,-0.05,1
105/09/08,116000,122960,1.06,1.06,1.06,1.06,+0.04,1
105/09/09,126000,126860,1.01,1.01,0.98,1.01,-0.05,4
105/09/10,10000,9400,0.94,0.94,0.94,0.94,-0.07,1
105/09/12,110000,113300,1.03,1.03,1.03,1.03,+0.09,2
105/09/13,244000,228700,0.98,0.98,0.91,0.92,-0.11,9
105/09/14,254000,215920,0.90,0.90,0.83,0.83,-0.09,6
105/09/19,237000,195500,0.84,0.85,0.81,0.81,-0.02,5
105/09/20,242000,172400,0.75,0.75,0.69,0.70,-0.11,4
105/09/21,745000,562970,0.73,0.80,0.73,0.78,+0.08,9
105/09/22,1323000,985300,0.73,0.80,0.68,0.80,+0.02,25
105/09/23,1301000,998050,0.79,0.79,0.73,0.77,-0.03,27
105/09/26,399000,303240,0.76,0.76,0.76,0.76,-0.01,3
105/09/29,808000,635830,0.79,0.81,0.77,0.81,+0.05,18
105/09/30,514000,360870,0.72,0.75,0.67,0.75,-0.06,8
105/10/03,100000,82300,0.82,0.86,0.81,0.86,+0.11,3
105/10/04,204000,173830,0.80,0.91,0.80,0.89,+0.03,6
105/10/05,339000,299580,0.90,0.90,0.86,0.88,-0.01,12
105/10/06,1598000,1510160,0.92,1.03,0.89,1.00,+0.12,26
105/10/07,1224000,1059430,0.95,0.95,0.81,0.87,-0.13,15
105/10/11,469000,414670,0.97,0.97,0.83,0.86,-0.01,13
105/10/12,150000,126000,0.82,0.85,0.82,0.85,-0.01,3
105/10/13,216000,193540,0.91,0.91,0.87,0.87,+0.02,6
105/10/14,214000,170740,0.87,0.87,0.76,0.78,-0.09,7
105/10/17,109000,85230,0.77,0.82,0.77,0.82,+0.04,3
105/10/18,110000,85300,0.77,0.78,0.77,0.78,-0.04,3
105/10/19,617000,512910,0.82,0.88,0.82,0.88,+0.10,8
105/10/20,500000,424750,0.86,0.86,0.82,0.86,-0.02,7
105/10/21,391000,341560,0.86,0.95,0.85,0.95,+0.09,12
105/10/24,100000,82000,0.82,0.82,0.82,0.82,-0.13,1
105/10/25,0,0,---,---,---,---,---,0
105/10/26,448000,366370,0.81,0.84,0.81,0.84,+0.04,3
105/10/27,482000,389940,0.82,0.83,0.78,0.83,-0.01,6
105/10/28,66000,52880,0.82,0.82,0.79,0.79,-0.04,3
105/10/31,14000,11480,0.82,0.82,0.82,0.82,+0.03,2
105/11/01,70000,55000,0.78,0.79,0.78,0.79,-0.03,3
105/11/02,0,0,---,---,---,---,---,0
105/11/03,210000,138150,0.68,0.68,0.63,0.64,-0.04,6
105/11/04,200000,123000,0.60,0.63,0.60,0.63,-0.01,2
