105/12/09,222000,383510,1.70,1.73,1.70,1.71,+0.01,6
105/12/12,187000,321640,1.72,1.72,1.72,1.72,+0.01,3
105/12/13,50000,84600,1.70,1.70,1.69,1.69,-0.03,3
105/12/14,80000,130000,1.62,1.64,1.62,1.64,-0.05,4
105/12/15,180000,294800,1.65,1.65,1.60,1.60,-0.04,9
105/12/16,45000,69800,1.56,1.56,1.52,1.52,-0.08,3
105/12/19,261000,396930,1.53,1.55,1.48,1.48,-0.04,13
105/12/20,923000,1358880,1.39,1.58,1.39,1.57,+0.09,22
105/12/21,862000,1345190,1.54,1.60,1.53,1.55,-0.02,35
105/12/22,338000,523390,1.54,1.57,1.54,1.57,+0.02,11
105/12/23,207000,320150,1.59,1.59,1.50,1.50,-0.07,11
105/12/26,198000,294360,1.49,1.49,1.47,1.47,-0.03,6
105/12/27,282000,409270,1.48,1.48,1.43,1.44,-0.03,10
105/12/28,144000,203600,1.42,1.42,1.40,1.42,-0.02,6
105/12/29,25000,36600,1.46,1.47,1.46,1.47,+0.05,2
105/12/30,540000,770400,1.44,1.44,1.42,1.42,-0.05,8
106/01/03,679000,899870,1.41,1.41,1.31,1.31,-0.11,17
106/01/04,420000,559000,1.32,1.36,1.31,1.36,+0.05,13
106/01/05,1000,1390,1.39,1.39,1.39,1.39,+0.03,1
106/01/06,90000,117600,1.28,1.32,1.28,1.32,-0.07,3
106/01/09,175000,227750,1.27,1.32,1.27,1.32,0.00,6
106/01/10,763000,1044720,1.33,1.38,1.33,1.38,+0.06,16
106/01/11,783000,1089720,1.36,1.41,1.36,1.41,+0.03,16
106/01/12,913000,1216440,1.37,1.37,1.26,1.29,-0.12,17
106/01/13,121000,162310,1.33,1.37,1.33,1.37,+0.08,8
106/01/16,157000,221230,1.42,1.42,1.39,1.39,+0.02,3
106/01/17,150000,205800,1.36,1.42,1.36,1.42,+0.03,3
