105/09/20,0,0,---,---,---,---,---,0
105/09/21,5000,6980,1.38,1.40,1.38,1.40,+0.08,2
105/09/22,1587000,2221300,1.36,1.45,1.35,1.42,+0.02,49
105/09/23,1677000,2663890,1.61,1.80,1.51,1.70,+0.28,101
105/09/26,436000,765110,1.66,1.89,1.66,1.78,+0.08,57
105/09/29,170000,290270,1.87,1.87,1.65,1.67,-0.11,24
105/09/30,93000,157450,1.71,1.75,1.60,1.65,-0.02,18
105/10/03,55000,92420,1.70,1.70,1.63,1.63,-0.02,6
105/10/04,458000,845970,1.80,1.92,1.74,1.75,+0.12,44
105/10/05,59000,103670,1.78,1.78,1.72,1.72,-0.03,13
105/10/06,78000,138560,1.86,1.86,1.73,1.76,+0.04,9
105/10/07,279000,486720,1.70,1.78,1.70,1.73,-0.03,10
105/10/11,575000,1020420,1.81,1.87,1.60,1.72,-0.01,36
105/10/12,445000,740760,1.69,1.69,1.60,1.65,-0.07,32
105/10/13,91000,157730,1.68,1.78,1.66,1.66,+0.01,15
