105/09/20,0,0,---,---,---,---,---,0
105/09/21,5000,6980,1.38,1.40,1.38,1.40,+0.08,2
105/09/22,1587000,2221300,1.36,1.45,1.35,1.42,+0.02,49
105/09/23,1677000,2663890,1.61,1.80,1.51,1.70,+0.28,101
105/09/26,436000,765110,1.66,1.89,1.66,1.78,+0.08,57
105/09/29,170000,290270,1.87,1.87,1.65,1.67,-0.11,24
105/09/30,93000,157450,1.71,1.75,1.60,1.65,-0.02,18
105/10/03,55000,92420,1.70,1.70,1.63,1.63,-0.02,6
105/10/04,458000,845970,1.80,1.92,1.74,1.75,+0.12,44
105/10/05,59000,103670,1.78,1.78,1.72,1.72,-0.03,13
105/10/06,78000,138560,1.86,1.86,1.73,1.76,+0.04,9
105/10/07,279000,486720,1.70,1.78,1.70,1.73,-0.03,10
105/10/11,575000,1020420,1.81,1.87,1.60,1.72,-0.01,36
105/10/12,445000,740760,1.69,1.69,1.60,1.65,-0.07,32
105/10/13,91000,157730,1.68,1.78,1.66,1.66,+0.01,15
105/10/14,381000,537640,1.60,1.60,1.38,1.40,-0.26,22
105/10/17,57000,82560,1.40,1.47,1.34,1.45,+0.05,8
105/10/18,53000,75240,1.43,1.43,1.41,1.41,-0.04,3
105/10/19,341000,461460,1.44,1.47,1.32,1.47,+0.06,10
105/10/20,646000,1059350,1.59,1.67,1.51,1.57,+0.10,29
105/10/21,238000,373760,1.58,1.58,1.56,1.56,-0.01,3
105/10/24,5000,8000,1.60,1.60,1.60,1.60,+0.04,1
105/10/25,100000,152000,1.52,1.52,1.52,1.52,-0.08,1
105/10/26,87000,137380,1.58,1.60,1.55,1.56,+0.04,6
105/10/27,285000,437880,1.50,1.57,1.50,1.57,+0.01,10
105/10/28,200000,298400,1.48,1.52,1.46,1.46,-0.11,12
105/10/31,162000,223550,1.35,1.40,1.35,1.40,-0.06,16
105/11/01,109000,147690,1.40,1.41,1.34,1.34,-0.06,5
105/11/02,165000,212610,1.33,1.33,1.27,1.27,-0.07,4
105/11/03,294000,404540,1.36,1.42,1.35,1.37,+0.10,10
105/11/04,90000,122590,1.37,1.38,1.32,1.34,-0.03,5
105/11/07,0,0,---,---,---,---,---,0
