105/10/07,0,0,---,---,---,---,---,0
105/10/11,310000,289200,0.98,0.98,0.90,0.92,-0.20,4
105/10/12,1192000,1117740,0.90,1.00,0.90,0.99,+0.07,13
105/10/13,1182000,1111110,0.98,0.98,0.92,0.92,-0.07,21
105/10/14,514000,435070,0.89,0.89,0.78,0.78,-0.14,8
105/10/17,229000,183370,0.77,0.84,0.77,0.84,+0.06,9
105/10/18,218000,172430,0.80,0.88,0.79,0.88,+0.04,5
105/10/19,819000,708430,0.90,0.90,0.84,0.84,-0.04,8
105/10/20,290000,235000,0.79,0.84,0.79,0.83,-0.01,8
105/10/21,301000,254980,0.86,0.86,0.83,0.83,0.00,6
105/10/24,32000,28340,0.89,0.90,0.85,0.85,+0.02,4
105/10/25,34000,26200,0.76,0.79,0.76,0.79,-0.06,4
105/10/26,5000,3800,0.76,0.76,0.76,0.76,-0.03,1
105/10/27,23000,16990,0.74,0.74,0.73,0.73,-0.03,2
105/10/28,10000,6800,0.68,0.68,0.68,0.68,-0.05,1
105/10/31,0,0,---,---,---,---,---,0
105/11/01,28000,18200,0.65,0.65,0.65,0.65,+0.04,3
105/11/02,77000,39970,0.56,0.56,0.51,0.52,-0.13,5
105/11/03,111000,51560,0.47,0.48,0.46,0.46,-0.06,5
105/11/04,55000,25670,0.47,0.48,0.44,0.44,-0.02,6
105/11/07,1323000,684740,0.48,0.53,0.48,0.52,+0.08,21
105/11/08,1200000,600010,0.51,0.51,0.49,0.51,-0.01,8
105/11/09,35000,15830,0.48,0.48,0.41,0.41,-0.10,5
105/11/10,152000,81810,0.54,0.56,0.52,0.56,+0.15,9
105/11/11,939000,498160,0.51,0.55,0.51,0.53,-0.03,11
105/11/14,854000,332680,0.43,0.43,0.31,0.35,-0.18,11
105/11/15,837000,309320,0.35,0.38,0.35,0.36,+0.01,9
105/11/16,844000,300540,0.35,0.38,0.35,0.35,-0.01,10
105/11/17,974000,239500,0.29,0.29,0.22,0.23,-0.12,16
105/11/18,891000,227860,0.26,0.26,0.25,0.26,+0.03,11
105/11/21,43000,10750,0.25,0.25,0.25,0.25,-0.01,2
105/11/22,800000,195000,0.24,0.25,0.23,0.25,0.00,5
105/11/23,462000,122570,0.27,0.28,0.26,0.27,+0.02,13
105/11/24,859000,193300,0.25,0.25,0.21,0.21,-0.06,10
105/11/25,529000,94670,0.18,0.19,0.17,0.17,-0.04,13
105/11/28,91000,15170,0.17,0.17,0.16,0.16,-0.01,4
105/11/29,80000,14240,0.17,0.19,0.16,0.16,0.00,7
105/11/30,60000,9600,0.17,0.17,0.15,0.15,-0.01,2
105/12/01,74000,9890,0.14,0.14,0.13,0.13,-0.02,4
105/12/02,160000,24000,0.15,0.15,0.15,0.15,+0.02,2
105/12/05,0,0,---,---,---,---,---,0
