105/09/02,699000,573180,0.82,0.82,0.82,0.82,-0.01,7
105/09/05,699000,575190,0.83,0.83,0.81,0.81,-0.01,8
105/09/06,0,0,---,---,---,---,---,0
105/09/07,0,0,---,---,---,---,---,0
105/09/08,0,0,---,---,---,---,---,0
105/09/09,238000,190900,0.80,0.81,0.80,0.81,0.00,3
105/09/10,238000,199540,0.84,0.84,0.83,0.83,+0.02,3
105/09/12,10000,8500,0.85,0.85,0.85,0.85,+0.02,1
105/09/13,0,0,---,---,---,---,---,0
105/09/14,1000,880,0.88,0.88,0.88,0.88,+0.03,1
105/09/19,451000,376330,0.83,0.84,0.82,0.84,-0.04,10
105/09/20,550000,471100,0.91,0.91,0.82,0.82,-0.02,9
105/09/21,779000,612720,0.80,0.80,0.77,0.77,-0.05,11
105/09/22,1119000,844740,0.73,0.76,0.73,0.74,-0.03,11
105/09/23,280000,198300,0.71,0.71,0.70,0.71,-0.03,3
105/09/26,1000,760,0.76,0.76,0.76,0.76,+0.05,1
105/09/29,0,0,---,---,---,---,---,0
105/09/30,100000,75000,0.75,0.75,0.75,0.75,-0.01,1
105/10/03,100000,77000,0.77,0.77,0.77,0.77,+0.02,1
105/10/04,0,0,---,---,---,---,---,0
105/10/05,90000,63900,0.71,0.71,0.71,0.71,-0.04,1
105/10/06,0,0,---,---,---,---,---,0
105/10/07,0,0,---,---,---,---,---,0
105/10/11,121000,81070,0.67,0.67,0.67,0.67,-0.02,1
105/10/12,1000,670,0.67,0.67,0.67,0.67,0.00,1
105/10/13,1000,650,0.65,0.65,0.65,0.65,-0.02,1
105/12/09,0,0,---,---,---,---,---,0
105/12/12,0,0,---,---,---,---,---,0
105/12/13,0,0,---,---,---,---,---,0
105/12/14,2000,760,0.38,0.38,0.38,0.38,-0.07,2
105/12/15,0,0,---,---,---,---,---,0
105/12/16,0,0,---,---,---,---,---,0
105/12/19,0,0,---,---,---,---,---,0
105/12/20,0,0,---,---,---,---,---,0
105/12/21,0,0,---,---,---,---,---,0
105/12/22,0,0,---,---,---,---,---,0
105/12/23,0,0,---,---,---,---,---,0
105/12/26,0,0,---,---,---,---,---,0
105/12/27,0,0,---,---,---,---,---,0
105/12/28,0,0,---,---,---,---,---,0
105/12/29,0,0,---,---,---,---,---,0
105/12/30,0,0,---,---,---,---,---,0
106/01/03,0,0,---,---,---,---,---,0
106/01/04,0,0,---,---,---,---,---,0
106/01/05,0,0,---,---,---,---,---,0
106/01/06,0,0,---,---,---,---,---,0
106/01/09,0,0,---,---,---,---,---,0
106/01/10,0,0,---,---,---,---,---,0
106/01/11,0,0,---,---,---,---,---,0
106/01/12,0,0,---,---,---,---,---,0
106/01/13,0,0,---,---,---,---,---,0
106/01/16,0,0,---,---,---,---,---,0
106/01/17,0,0,---,---,---,---,---,0
106/01/18,0,0,---,---,---,---,---,0
106/01/19,0,0,---,---,---,---,---,0
106/01/20,0,0,---,---,---,---,---,0
106/01/23,0,0,---,---,---,---,---,0
106/01/24,0,0,---,---,---,---,---,0
106/02/02,0,0,---,---,---,---,---,0
106/02/03,0,0,---,---,---,---,---,0
106/02/06,0,0,---,---,---,---,---,0
106/02/07,0,0,---,---,---,---,---,0
106/02/08,0,0,---,---,---,---,---,0
106/02/09,0,0,---,---,---,---,---,0
106/02/10,0,0,---,---,---,---,---,0
106/02/13,0,0,---,---,---,---,---,0
106/02/14,0,0,---,---,---,---,---,0
106/02/15,0,0,---,---,---,---,---,0
106/02/16,0,0,---,---,---,---,---,0
106/02/17,0,0,---,---,---,---,---,0
106/02/18,0,0,---,---,---,---,---,0
106/02/20,0,0,---,---,---,---,---,0
106/02/21,0,0,---,---,---,---,---,0
106/02/22,0,0,---,---,---,---,---,0
