105/11/17,0,0,---,---,---,---,---,0
105/11/18,0,0,---,---,---,---,---,0
105/11/21,67000,74730,1.11,1.12,1.11,1.12,+0.07,3
105/11/22,67000,72360,1.08,1.08,1.08,1.08,-0.04,3
105/11/23,553000,613620,1.11,1.13,1.09,1.13,+0.05,12
105/11/24,690000,768210,1.13,1.13,1.07,1.07,-0.06,12
105/11/25,173000,176370,1.02,1.02,0.99,0.99,-0.08,2
105/11/28,810000,801410,1.00,1.00,0.98,0.98,-0.01,9
105/11/29,790000,732700,0.93,0.94,0.91,0.93,-0.05,4
105/11/30,0,0,---,---,---,---,---,0
105/12/01,120000,122880,1.01,1.05,1.01,1.04,+0.09,8
105/12/02,472000,504900,1.06,1.08,1.05,1.06,+0.02,13
105/12/05,310000,339520,1.08,1.11,1.08,1.11,+0.05,12
105/12/06,275000,304360,1.12,1.12,1.08,1.09,-0.02,7
105/12/07,218000,257610,1.17,1.20,1.17,1.18,+0.09,10
105/12/08,100000,120820,1.22,1.26,1.16,1.18,0.00,8
105/12/09,197000,228790,1.19,1.19,1.14,1.14,-0.04,7
105/12/12,568000,683990,1.17,1.25,1.17,1.20,+0.06,17
105/12/13,1348000,1678840,1.23,1.31,1.18,1.18,-0.02,47
105/12/14,2085000,2635670,1.24,1.32,1.24,1.26,+0.08,37
105/12/15,2769000,3636970,1.27,1.36,1.27,1.35,+0.09,66
105/12/16,1966000,2882120,1.39,1.58,1.39,1.52,+0.17,39
105/12/19,1400000,2123270,1.62,1.62,1.43,1.47,-0.05,40
105/12/20,2181000,3350080,1.48,1.61,1.45,1.56,+0.09,45
105/12/21,2138000,3288680,1.59,1.59,1.49,1.54,-0.02,58
105/12/22,1065000,1469020,1.48,1.48,1.32,1.33,-0.21,17
105/12/23,88000,118830,1.35,1.37,1.35,1.37,+0.04,5
105/12/26,470000,636800,1.40,1.41,1.31,1.40,+0.03,18
105/12/27,1080000,1567980,1.41,1.48,1.41,1.45,+0.05,32
105/12/28,675000,1017020,1.48,1.59,1.47,1.59,+0.14,19
105/12/29,195000,312260,1.61,1.63,1.54,1.59,0.00,6
105/12/30,585000,872020,1.54,1.54,1.48,1.50,-0.09,12
106/01/03,46000,69030,1.51,1.51,1.48,1.48,-0.02,5
106/01/04,459000,735170,1.44,1.65,1.44,1.65,+0.17,10
106/01/05,1177000,2165620,1.63,2.06,1.63,1.91,+0.26,53
106/01/06,754000,1451530,1.97,2.00,1.86,1.95,+0.04,32
106/01/09,70000,133600,2.00,2.00,1.89,1.89,-0.06,3
106/01/10,227000,435810,1.90,1.94,1.90,1.92,+0.03,5
106/01/11,261000,563820,2.22,2.22,2.12,2.12,+0.20,5
106/01/12,0,0,---,---,---,---,---,0
106/01/13,10000,22000,2.20,2.20,2.20,2.20,+0.10,1
106/01/16,30000,57700,2.02,2.02,1.86,1.86,-0.34,3
106/01/17,20000,39000,1.95,1.95,1.95,1.95,+0.09,1
106/01/18,0,0,---,---,---,---,---,0
106/01/19,0,0,---,---,---,---,---,0
106/01/20,40000,86300,2.09,2.18,2.09,2.18,+0.19,5
106/01/23,73000,169250,2.35,2.38,2.28,2.38,+0.20,9
106/01/24,5000,11300,2.26,2.26,2.26,2.26,-0.12,1
106/02/02,0,0,---,---,---,---,---,0
106/02/03,0,0,---,---,---,---,---,0
106/02/06,0,0,---,---,---,---,---,0
106/02/07,0,0,---,---,---,---,---,0
106/02/08,0,0,---,---,---,---,---,0
106/02/09,20000,47600,2.38,2.38,2.38,2.38,+0.06,2
106/02/10,0,0,---,---,---,---,---,0
106/02/13,108000,244080,2.26,2.26,2.26,2.26,0.00,3
106/02/14,108000,260360,2.42,2.42,2.41,2.41,+0.15,2
106/02/15,0,0,---,---,---,---,---,0
106/02/16,0,0,---,---,---,---,---,0
106/02/17,0,0,---,---,---,---,---,0
106/02/18,10000,22800,2.28,2.28,2.28,2.28,+0.05,1
106/02/20,10000,23200,2.32,2.32,2.32,2.32,+0.04,1
106/02/21,84000,149940,1.92,1.92,1.65,1.65,-0.67,9
106/02/22,8000,14720,1.84,1.84,1.84,1.84,+0.19,1
106/02/23,0,0,---,---,---,---,---,0
106/02/24,0,0,---,---,---,---,---,0
106/03/01,0,0,---,---,---,---,---,0
106/03/02,0,0,---,---,---,---,---,0
106/03/03,0,0,---,---,---,---,---,0
106/03/06,0,0,---,---,---,---,---,0
106/03/07,0,0,---,---,---,---,---,0
106/03/08,0,0,---,---,---,---,---,0
106/03/09,0,0,---,---,---,---,---,0
106/03/10,0,0,---,---,---,---,---,0
106/03/13,0,0,---,---,---,---,---,0
106/03/14,0,0,---,---,---,---,---,0
106/03/15,0,0,---,---,---,---,---,0
106/03/16,0,0,---,---,---,---,---,0
106/03/17,0,0,---,---,---,---,---,0
106/03/20,0,0,---,---,---,---,---,0
106/03/21,2000,6760,3.38,3.38,3.38,3.38,+0.10,1
106/03/22,2000,6280,3.14,3.14,3.14,3.14,-0.24,1
106/03/23,0,0,---,---,---,---,---,0
106/03/24,0,0,---,---,---,---,---,0
106/03/27,0,0,---,---,---,---,---,0
106/03/28,0,0,---,---,---,---,---,0
106/03/29,0,0,---,---,---,---,---,0
106/03/30,0,0,---,---,---,---,---,0
106/03/31,0,0,---,---,---,---,---,0
106/04/05,0,0,---,---,---,---,---,0
106/04/06,0,0,---,---,---,---,---,0
106/04/07,0,0,---,---,---,---,---,0
