105/10/05,0,0,---,---,---,---,---,0
105/10/06,0,0,---,---,---,---,---,0
105/10/07,100000,129000,1.29,1.29,1.29,1.29,+0.01,2
105/10/11,24000,31920,1.33,1.33,1.33,1.33,+0.04,1
105/10/12,44000,58280,1.32,1.33,1.32,1.33,0.00,4
105/10/13,29000,38280,1.32,1.32,1.32,1.32,-0.01,2
105/10/14,120000,152000,1.25,1.29,1.25,1.29,-0.03,3
105/10/17,0,0,---,---,---,---,---,0
105/10/18,0,0,---,---,---,---,---,0
105/10/19,180000,229300,1.27,1.29,1.27,1.29,+0.01,4
105/10/20,210000,268800,1.28,1.28,1.28,1.28,-0.01,2
105/10/21,109000,139520,1.28,1.28,1.28,1.28,0.00,2
105/10/24,496000,653370,1.29,1.32,1.29,1.32,+0.04,6
105/10/25,525000,677250,1.29,1.29,1.29,1.29,-0.03,3
105/10/26,188000,248360,1.32,1.33,1.30,1.30,+0.01,5
105/10/27,258000,339140,1.29,1.33,1.29,1.33,+0.03,5
105/10/28,100000,133200,1.33,1.34,1.33,1.34,+0.01,2
105/10/31,20000,25600,1.28,1.28,1.28,1.28,-0.06,1
105/11/01,84000,107180,1.34,1.34,1.26,1.26,-0.02,3
105/11/02,2000,2320,1.16,1.16,1.16,1.16,-0.10,2
105/11/03,100000,107000,1.07,1.07,1.07,1.07,-0.09,1
105/11/04,0,0,---,---,---,---,---,0
105/11/07,11000,11990,1.09,1.09,1.09,1.09,0.00,1
105/11/08,0,0,---,---,---,---,---,0
105/11/09,10000,9500,0.95,0.95,0.95,0.95,-0.15,1
105/11/10,27000,29430,1.09,1.09,1.09,1.09,+0.14,2
105/11/11,140000,122400,0.99,0.99,0.83,0.83,-0.26,3
105/11/14,416000,286940,0.66,0.71,0.66,0.67,-0.16,8
105/11/15,141000,90340,0.64,0.65,0.64,0.64,-0.03,3
105/11/16,20000,13800,0.69,0.69,0.69,0.69,+0.05,1
105/11/17,30000,19200,0.64,0.64,0.64,0.64,-0.05,2
105/11/18,28000,18330,0.65,0.66,0.65,0.66,+0.02,2
105/11/21,0,0,---,---,---,---,---,0
105/11/22,224000,146000,0.69,0.69,0.61,0.61,-0.04,10
105/11/23,678000,353620,0.56,0.58,0.50,0.50,-0.11,15
105/11/24,136000,82950,0.59,0.65,0.58,0.58,+0.08,5
105/11/25,35000,21700,0.62,0.62,0.62,0.62,+0.04,1
105/11/28,60000,38000,0.63,0.64,0.63,0.64,+0.02,3
105/11/29,174000,111300,0.65,0.65,0.62,0.62,-0.02,4
105/11/30,289000,177550,0.62,0.62,0.61,0.61,-0.01,6
105/12/01,360000,229100,0.66,0.66,0.63,0.63,+0.02,8
105/12/02,90000,54900,0.61,0.61,0.61,0.61,-0.02,1
105/12/05,230000,141800,0.62,0.62,0.61,0.61,0.00,6
105/12/06,145000,89350,0.62,0.62,0.61,0.61,0.00,4
105/12/07,199000,152110,0.71,0.84,0.70,0.84,+0.23,10
105/12/08,142000,107180,0.78,0.78,0.72,0.75,-0.09,6
105/12/09,323000,259430,0.80,0.82,0.79,0.80,+0.05,9
105/12/12,590000,462050,0.81,0.84,0.72,0.72,-0.08,21
105/12/13,535000,354500,0.72,0.73,0.63,0.63,-0.09,14
105/12/14,187000,119270,0.64,0.64,0.63,0.63,0.00,7
105/12/15,10000,6300,0.63,0.63,0.63,0.63,0.00,1
105/12/16,283000,182120,0.63,0.66,0.63,0.63,0.00,9
105/12/19,411000,320610,0.76,0.83,0.75,0.76,+0.13,11
105/12/20,349000,287430,0.90,0.91,0.75,0.80,+0.04,13
105/12/21,307000,245700,0.84,0.84,0.76,0.76,-0.04,14
105/12/22,208000,164580,0.80,0.82,0.76,0.76,0.00,5
105/12/23,125000,104150,0.83,0.84,0.83,0.84,+0.08,3
105/12/26,390000,319560,0.81,0.86,0.80,0.80,-0.04,7
105/12/27,198000,160280,0.82,0.82,0.79,0.81,+0.01,7
105/12/28,214000,191140,0.92,0.92,0.87,0.91,+0.10,10
105/12/29,173000,156460,0.90,0.92,0.89,0.90,-0.01,7
105/12/30,163000,147830,0.91,0.91,0.89,0.91,+0.01,7
106/01/03,78000,75520,0.89,1.00,0.89,0.96,+0.05,4
106/01/04,165000,169100,1.01,1.08,0.99,1.03,+0.07,14
106/01/05,205000,218360,1.12,1.12,1.02,1.02,-0.01,11
106/01/06,272000,282140,1.04,1.06,1.01,1.04,+0.02,9
106/01/09,50000,52400,1.05,1.05,1.04,1.04,0.00,4
106/01/10,96000,100940,1.10,1.10,1.03,1.03,-0.01,6
