105/11/14,0,0,---,---,---,---,---,0
105/11/15,18000,14940,0.83,0.83,0.83,0.83,-0.16,1
105/11/16,18000,15480,0.86,0.86,0.86,0.86,+0.03,1
105/11/17,10000,7600,0.76,0.76,0.76,0.76,-0.10,1
105/11/18,196000,166300,0.82,0.85,0.82,0.85,+0.09,5
105/11/21,186000,156150,0.84,0.85,0.82,0.85,0.00,6
105/11/22,5000,4250,0.85,0.85,0.85,0.85,0.00,1
105/11/23,5000,3900,0.78,0.78,0.78,0.78,-0.07,1
105/11/24,20000,16200,0.81,0.81,0.81,0.81,+0.03,1
105/11/25,0,0,---,---,---,---,---,0
105/11/28,60000,48600,0.81,0.81,0.81,0.81,0.00,1
105/11/29,258000,210780,0.79,0.82,0.79,0.82,+0.01,5
105/11/30,309000,254430,0.80,0.84,0.79,0.83,+0.01,8
105/12/01,269000,229980,0.81,0.87,0.81,0.87,+0.04,6
105/12/02,230000,185100,0.81,0.83,0.80,0.83,-0.04,4
105/12/05,713000,633650,0.85,0.92,0.85,0.92,+0.09,9
105/12/06,759000,683760,0.92,0.92,0.89,0.91,-0.01,13
105/12/07,40000,36800,0.92,0.92,0.92,0.92,+0.01,1
105/12/08,1153000,1074480,0.92,0.96,0.92,0.92,0.00,13
105/12/09,955000,872340,0.89,0.94,0.89,0.94,+0.02,17
105/12/12,604000,558910,0.93,0.95,0.89,0.95,+0.01,12
105/12/13,836000,762000,0.91,0.93,0.90,0.93,-0.02,7
105/12/14,20000,18800,0.94,0.94,0.94,0.94,+0.01,1
105/12/15,638000,622680,0.93,1.02,0.93,0.99,+0.05,13
105/12/16,814000,814050,0.98,1.05,0.96,1.02,+0.03,20
105/12/19,329000,317510,0.98,0.99,0.94,0.96,-0.06,15
105/12/20,1000,960,0.96,0.96,0.96,0.96,0.00,1
105/12/21,699000,732740,1.00,1.07,1.00,1.04,+0.08,12
105/12/22,750000,764630,0.99,1.05,0.99,1.04,0.00,16
105/12/23,472000,486740,1.02,1.05,1.00,1.03,-0.01,10
105/12/26,737000,816770,1.06,1.13,1.06,1.11,+0.08,11
105/12/27,667000,740470,1.10,1.12,1.09,1.11,0.00,15
105/12/28,402000,454130,1.11,1.15,1.10,1.15,+0.04,10
105/12/29,1838000,2264070,1.11,1.31,1.11,1.28,+0.13,38
105/12/30,1380000,1702320,1.26,1.30,1.19,1.30,+0.02,37
106/01/03,332000,476450,1.37,1.56,1.37,1.56,+0.26,10
106/01/04,270000,402600,1.52,1.52,1.40,1.42,-0.14,11
106/01/05,13000,18150,1.35,1.41,1.35,1.41,-0.01,2
106/01/06,0,0,---,---,---,---,---,0
106/01/09,50000,62000,1.24,1.24,1.24,1.24,-0.14,1
106/01/10,10000,12700,1.27,1.27,1.27,1.27,+0.03,1
106/01/11,10000,11600,1.16,1.16,1.16,1.16,-0.11,1
106/01/12,360000,461780,1.27,1.34,1.27,1.32,+0.16,12
106/01/13,334000,425750,1.27,1.38,1.23,1.36,+0.04,13
106/01/16,97000,118580,1.27,1.27,1.20,1.20,-0.16,4
106/01/17,0,0,---,---,---,---,---,0
106/01/18,461000,623280,1.26,1.49,1.26,1.41,+0.17,26
106/01/19,855000,1256420,1.38,1.56,1.32,1.54,+0.13,22
106/01/20,853000,1441730,1.59,1.89,1.59,1.89,+0.35,27
106/01/23,255000,526050,2.02,2.23,1.93,2.23,+0.34,17
106/01/24,35000,75160,2.17,2.18,2.09,2.18,-0.05,3
106/02/02,50000,98300,2.11,2.11,1.87,1.87,-0.31,2
106/02/03,30000,63600,2.12,2.12,2.12,2.12,+0.25,2
106/02/06,50000,101600,1.96,2.08,1.96,2.08,-0.04,2
106/02/07,116000,282770,2.40,2.55,2.37,2.38,+0.30,6
106/02/08,71000,173940,2.45,2.52,2.27,2.52,+0.14,4
106/02/09,5000,11950,2.39,2.39,2.39,2.39,-0.13,1
106/02/10,0,0,---,---,---,---,---,0
106/02/13,0,0,---,---,---,---,---,0
106/02/14,0,0,---,---,---,---,---,0
106/02/15,0,0,---,---,---,---,---,0
106/02/16,0,0,---,---,---,---,---,0
106/02/17,0,0,---,---,---,---,---,0
106/02/18,0,0,---,---,---,---,---,0
106/02/20,0,0,---,---,---,---,---,0
106/02/21,47000,94400,2.02,2.02,2.00,2.00,-0.22,2
106/02/22,0,0,---,---,---,---,---,0
106/02/23,0,0,---,---,---,---,---,0
106/02/24,0,0,---,---,---,---,---,0
106/03/01,0,0,---,---,---,---,---,0
106/03/02,80000,193600,2.43,2.43,2.39,2.39,+0.11,2
106/03/03,28000,71680,2.56,2.56,2.56,2.56,+0.17,2
106/03/06,28000,66350,2.36,2.37,2.36,2.37,-0.19,2
106/03/07,0,0,---,---,---,---,---,0
106/03/08,0,0,---,---,---,---,---,0
106/03/09,0,0,---,---,---,---,---,0
106/03/10,0,0,---,---,---,---,---,0
106/03/13,0,0,---,---,---,---,---,0
106/03/14,11000,34240,3.12,3.12,3.04,3.04,+0.34,2
106/03/15,1000,2780,2.78,2.78,2.78,2.78,-0.26,1
106/03/16,0,0,---,---,---,---,---,0
106/03/17,0,0,---,---,---,---,---,0
106/03/20,0,0,---,---,---,---,---,0
106/03/21,0,0,---,---,---,---,---,0
106/03/22,0,0,---,---,---,---,---,0
106/03/23,0,0,---,---,---,---,---,0
106/03/24,10000,30400,3.04,3.04,3.04,3.04,+0.40,1
106/03/27,0,0,---,---,---,---,---,0
106/03/28,0,0,---,---,---,---,---,0
106/03/29,0,0,---,---,---,---,---,0
106/03/30,0,0,---,---,---,---,---,0
106/03/31,0,0,---,---,---,---,---,0
106/04/05,0,0,---,---,---,---,---,0
106/04/06,0,0,---,---,---,---,---,0
