105/12/29,0,0,---,---,---,---,---,0
105/12/30,0,0,---,---,---,---,---,0
106/01/03,40000,39650,0.98,1.00,0.98,1.00,-0.05,4
106/01/04,62000,62320,1.01,1.03,0.99,0.99,-0.01,7
106/01/05,438000,354430,0.96,0.96,0.78,0.78,-0.21,28
106/01/06,393000,302250,0.73,0.80,0.73,0.79,+0.01,21
106/01/09,112000,89000,0.76,0.82,0.76,0.82,+0.03,12
106/01/10,100000,78480,0.82,0.82,0.77,0.79,-0.03,11
106/01/11,314000,227020,0.74,0.75,0.71,0.71,-0.08,18
106/01/12,54000,38500,0.70,0.72,0.70,0.71,0.00,5
106/01/13,779000,594430,0.73,0.79,0.73,0.76,+0.05,12
106/01/16,492000,391440,0.79,0.83,0.77,0.82,+0.06,22
106/01/17,273000,214830,0.79,0.79,0.77,0.79,-0.03,8
106/01/18,109000,87440,0.79,0.81,0.78,0.78,-0.01,7
106/01/19,50000,37250,0.78,0.78,0.72,0.72,-0.06,5
106/01/20,1000,700,0.70,0.70,0.70,0.70,-0.02,1
106/01/23,0,0,---,---,---,---,---,0
106/01/24,150000,94500,0.63,0.63,0.63,0.63,-0.05,1
106/02/02,2000,1340,0.67,0.67,0.67,0.67,+0.04,1
106/02/03,115000,64520,0.64,0.64,0.50,0.58,-0.09,11
106/02/06,136000,85960,0.62,0.65,0.61,0.64,+0.06,12
106/02/07,13000,7300,0.58,0.58,0.56,0.56,-0.08,2
106/02/08,315000,183770,0.57,0.60,0.57,0.59,+0.03,5
106/02/09,226000,139970,0.60,0.63,0.60,0.63,+0.04,5
106/02/10,31000,17960,0.56,0.59,0.56,0.59,-0.04,3
106/02/13,145000,73580,0.53,0.53,0.50,0.50,-0.09,6
106/02/14,211000,84280,0.45,0.45,0.37,0.38,-0.12,9
106/02/15,204000,90310,0.44,0.45,0.43,0.43,+0.05,6
106/02/16,292000,122320,0.41,0.43,0.38,0.38,-0.05,9
106/02/17,1290000,452670,0.36,0.38,0.32,0.38,0.00,37
106/02/18,2927000,944120,0.37,0.38,0.26,0.28,-0.10,66
106/02/20,2636000,676230,0.28,0.32,0.22,0.29,+0.01,65
106/02/21,749000,208230,0.30,0.30,0.25,0.29,0.00,39
