105/09/29,0,0,---,---,---,---,---,0
105/09/30,140000,199150,1.43,1.47,1.37,1.37,+0.01,5
105/10/03,175000,246950,1.41,1.43,1.36,1.36,-0.01,6
105/10/04,693000,1075350,1.53,1.59,1.47,1.47,+0.11,22
105/10/05,591000,862030,1.47,1.50,1.38,1.50,+0.03,25
105/10/06,216000,326270,1.56,1.56,1.47,1.49,-0.01,10
105/10/07,61000,87860,1.44,1.46,1.44,1.46,-0.03,4
105/10/11,660000,949710,1.55,1.58,1.31,1.46,0.00,16
105/10/12,453000,625810,1.39,1.43,1.32,1.43,-0.03,28
105/10/13,701000,1019380,1.39,1.51,1.39,1.40,-0.03,20
105/10/14,789000,993980,1.36,1.36,1.16,1.16,-0.24,26
105/10/17,449000,534150,1.16,1.22,1.11,1.20,+0.04,15
105/10/18,315000,370570,1.17,1.20,1.16,1.16,-0.04,10
105/10/19,251000,287080,1.12,1.25,1.08,1.24,+0.08,13
105/10/20,1076000,1433730,1.29,1.38,1.29,1.31,+0.07,30
105/10/21,422000,563990,1.33,1.38,1.30,1.30,-0.01,18
105/10/24,237000,311180,1.31,1.35,1.30,1.30,0.00,7
105/10/25,216000,277180,1.30,1.30,1.28,1.29,-0.01,3
105/10/26,160000,206200,1.32,1.32,1.27,1.27,-0.02,5
105/10/27,357000,455810,1.27,1.32,1.25,1.32,+0.05,10
105/10/28,386000,482820,1.27,1.27,1.23,1.23,-0.09,20
105/10/31,12000,13800,1.16,1.16,1.10,1.10,-0.13,2
105/11/01,20000,23000,1.17,1.17,1.13,1.13,+0.03,2
105/11/02,199000,213620,1.12,1.12,1.05,1.06,-0.07,7
105/11/03,339000,389860,1.14,1.17,1.13,1.13,+0.07,9
105/11/04,507000,568790,1.15,1.15,1.11,1.11,-0.02,12
105/11/07,156000,178540,1.14,1.15,1.14,1.15,+0.04,6
105/11/08,545000,700870,1.29,1.31,1.25,1.25,+0.10,15
105/11/09,324000,363370,1.23,1.23,0.94,0.94,-0.31,13
105/11/10,267000,311640,1.16,1.19,1.16,1.16,+0.22,7
105/11/11,77000,82910,1.08,1.09,1.06,1.07,-0.09,5
105/11/14,187000,197550,1.10,1.10,1.01,1.07,0.00,8
105/11/15,270000,283510,1.04,1.07,1.04,1.04,-0.03,9
105/11/16,223000,232170,1.08,1.08,1.02,1.02,-0.02,9
105/11/17,150000,149500,0.99,1.00,0.99,1.00,-0.02,4
105/11/18,210000,241720,1.10,1.18,1.10,1.14,+0.14,13
105/11/21,1093000,1279610,1.13,1.22,1.13,1.19,+0.05,29
105/11/22,1170000,1413610,1.23,1.25,1.16,1.19,0.00,59
105/11/23,1025000,1331800,1.28,1.34,1.27,1.27,+0.08,43
105/11/24,1456000,2033950,1.21,1.54,1.21,1.46,+0.19,71
105/11/25,1245000,1857510,1.57,1.58,1.37,1.38,-0.08,73
105/11/28,1119000,1771390,1.37,1.78,1.37,1.61,+0.23,58
105/11/29,539000,835620,1.55,1.65,1.50,1.59,-0.02,35
105/11/30,125000,194450,1.63,1.63,1.52,1.55,-0.04,9
105/12/01,650000,1080760,1.67,1.75,1.52,1.52,-0.03,35
105/12/02,351000,489870,1.37,1.45,1.35,1.45,-0.07,32
105/12/05,156000,223330,1.42,1.45,1.42,1.44,-0.01,5
105/12/06,100000,150000,1.50,1.50,1.50,1.50,+0.06,1
105/12/07,515000,732450,1.50,1.53,1.36,1.39,-0.11,20
105/12/08,283000,374560,1.41,1.41,1.30,1.31,-0.08,17
105/12/09,733000,970410,1.31,1.39,1.26,1.38,+0.07,28
105/12/12,595000,784230,1.33,1.35,1.30,1.30,-0.08,19
105/12/13,207000,259390,1.29,1.29,1.17,1.17,-0.13,11
105/12/14,51000,59890,1.17,1.19,1.17,1.19,+0.02,3
105/12/15,102000,121910,1.22,1.23,1.18,1.18,-0.01,6
105/12/16,443000,553830,1.21,1.29,1.18,1.29,+0.11,16
105/12/19,485000,658520,1.31,1.39,1.31,1.34,+0.05,22
105/12/20,447000,610620,1.44,1.44,1.33,1.35,+0.01,20
105/12/21,350000,439100,1.30,1.30,1.24,1.24,-0.11,7
105/12/22,290000,369850,1.26,1.31,1.24,1.30,+0.06,11
105/12/23,340000,440000,1.34,1.34,1.26,1.26,-0.04,14
105/12/26,225000,263850,1.22,1.22,1.15,1.16,-0.10,6
105/12/27,450000,505100,1.17,1.18,1.10,1.10,-0.06,11
105/12/28,135000,151300,1.12,1.13,1.12,1.13,+0.03,3
105/12/29,57000,63120,1.11,1.11,1.10,1.10,-0.03,5
105/12/30,30000,34600,1.15,1.16,1.15,1.16,+0.06,2
106/01/03,25000,26850,1.09,1.09,1.05,1.05,-0.11,2
106/01/04,10000,10700,1.07,1.07,1.07,1.07,+0.02,1
106/01/05,221000,248940,1.10,1.14,1.10,1.12,+0.05,6
106/01/06,123000,140730,1.16,1.16,1.06,1.06,-0.06,4
106/01/09,0,0,---,---,---,---,---,0
106/01/10,172000,177910,1.03,1.10,1.03,1.10,+0.07,5
