104/12/16,0,0,---,---,---,---,---,0
104/12/17,865000,986250,1.17,1.17,1.12,1.17,+0.09,12
104/12/18,915000,1149220,1.19,1.32,1.19,1.28,+0.11,58
104/12/21,180000,217370,1.16,1.24,1.16,1.23,-0.05,10
104/12/22,40000,49500,1.27,1.27,1.18,1.18,-0.05,3
104/12/23,33000,40490,1.23,1.24,1.13,1.13,-0.05,3
104/12/24,26000,30840,1.15,1.20,1.13,1.13,0.00,3
104/12/25,59000,66400,1.13,1.13,1.10,1.10,-0.03,3
104/12/28,110000,128000,1.15,1.19,1.15,1.19,+0.09,5
104/12/29,78000,101390,1.32,1.32,1.28,1.28,+0.09,4
104/12/30,19000,23090,1.25,1.25,1.17,1.19,-0.09,3
104/12/31,0,0,---,---,---,---,---,0
105/01/04,0,0,---,---,---,---,---,0
105/01/05,795000,910770,1.14,1.17,1.13,1.13,+0.05,12
105/01/06,969000,920560,1.09,1.09,0.88,0.91,-0.22,22
105/01/07,474000,425240,0.93,0.93,0.74,0.74,-0.17,11
105/01/08,205000,171300,0.83,0.86,0.82,0.83,+0.09,9
105/01/11,110000,89100,0.81,0.81,0.81,0.81,-0.02,2
105/01/12,255000,219350,0.88,0.91,0.75,0.75,-0.06,9
105/01/13,130000,98700,0.81,0.81,0.71,0.75,0.00,6
105/01/14,105000,69200,0.64,0.67,0.64,0.65,-0.10,3
105/01/15,401000,271210,0.69,0.70,0.63,0.63,-0.02,16
105/01/18,916000,606590,0.61,0.71,0.61,0.71,+0.08,20
105/01/19,542000,394500,0.70,0.76,0.67,0.76,+0.05,17
105/01/20,55000,39550,0.74,0.74,0.69,0.69,-0.07,4
105/01/21,25000,16550,0.67,0.67,0.65,0.66,-0.03,3
105/01/22,200000,134000,0.67,0.67,0.67,0.67,+0.01,2
105/01/25,332000,235680,0.69,0.74,0.69,0.73,+0.06,6
105/01/26,148000,109880,0.75,0.75,0.72,0.75,+0.02,6
105/01/27,250000,185440,0.73,0.77,0.72,0.72,-0.03,7
105/01/28,337000,246110,0.69,0.75,0.69,0.71,-0.01,6
105/01/29,261000,201130,0.73,0.82,0.73,0.82,+0.11,7
105/01/30,130000,107000,0.84,0.84,0.80,0.80,-0.02,5
105/02/01,40000,31800,0.80,0.80,0.79,0.79,-0.01,3
105/02/02,210000,172900,0.83,0.83,0.79,0.79,0.00,3
105/02/03,230000,161400,0.72,0.72,0.70,0.70,-0.09,3
105/02/15,30000,19400,0.68,0.68,0.63,0.63,-0.07,3
105/02/16,164000,119320,0.71,0.74,0.71,0.74,+0.11,7
105/02/17,144000,105420,0.73,0.75,0.73,0.74,0.00,5
105/02/18,372000,270640,0.77,0.77,0.72,0.72,-0.02,9
105/02/19,1191000,973600,0.74,0.89,0.74,0.86,+0.14,151
105/02/22,764000,634250,0.86,0.88,0.78,0.79,-0.07,40
105/02/23,139000,113350,0.83,0.83,0.78,0.78,-0.01,94
105/02/24,705000,552500,0.81,0.83,0.74,0.81,+0.03,23
105/02/25,550000,442230,0.83,0.83,0.74,0.74,-0.07,15
105/02/26,91000,68870,0.77,0.78,0.75,0.76,+0.02,6
105/03/01,105000,83420,0.77,0.83,0.77,0.83,+0.07,7
105/03/02,116000,94190,0.82,0.83,0.78,0.78,-0.05,10
105/03/03,60000,47400,0.82,0.82,0.75,0.75,-0.03,7
105/03/04,40000,29500,0.75,0.75,0.70,0.70,-0.05,4
105/03/07,5000,3500,0.70,0.70,0.70,0.70,0.00,1
105/03/08,36000,24070,0.69,0.69,0.66,0.67,-0.03,4
105/03/09,196000,134550,0.67,0.70,0.66,0.66,-0.01,6
105/03/10,224000,157430,0.70,0.71,0.66,0.66,0.00,8
105/03/11,0,0,---,---,---,---,---,0
105/03/14,1361000,1031120,0.69,0.83,0.69,0.80,+0.14,28
105/03/15,1037000,785650,0.80,0.80,0.66,0.66,-0.14,25
105/03/16,205000,139670,0.65,0.69,0.65,0.68,+0.02,4
105/03/17,428000,289130,0.71,0.71,0.64,0.64,-0.04,12
105/03/18,177000,119560,0.65,0.71,0.65,0.71,+0.07,10
105/03/21,819000,629730,0.76,0.80,0.75,0.75,+0.04,33
105/03/22,502000,351880,0.71,0.73,0.67,0.71,-0.04,19
105/03/23,90000,60750,0.72,0.72,0.67,0.68,-0.03,6
105/03/24,169000,113830,0.66,0.69,0.66,0.67,-0.01,7
105/03/25,209000,140030,0.68,0.68,0.66,0.66,-0.01,5
105/03/28,161000,97700,0.61,0.62,0.56,0.56,-0.10,8
105/03/29,137000,91010,0.60,0.70,0.58,0.61,+0.05,13
105/03/30,119000,77390,0.64,0.70,0.60,0.70,+0.09,10
105/03/31,253000,180180,0.72,0.74,0.68,0.71,+0.01,14
105/04/01,1033000,916840,0.78,0.97,0.78,0.88,+0.17,52
