105/01/18,0,0,---,---,---,---,---,0
105/01/19,290000,218040,0.76,0.76,0.73,0.73,-0.15,5
105/01/20,1075000,782120,0.73,0.78,0.69,0.77,+0.04,25
105/01/21,703000,507440,0.73,0.75,0.69,0.74,-0.03,16
105/01/22,374000,260240,0.68,0.72,0.67,0.71,-0.03,13
105/01/25,405000,287970,0.68,0.72,0.68,0.70,-0.01,14
105/01/26,827000,538980,0.67,0.68,0.63,0.65,-0.05,29
105/01/27,155000,97500,0.63,0.64,0.62,0.62,-0.03,8
105/01/28,179000,112810,0.60,0.64,0.59,0.63,+0.01,11
105/01/29,122000,73430,0.60,0.62,0.60,0.62,-0.01,5
105/01/30,115000,63670,0.55,0.56,0.54,0.56,-0.06,13
105/02/01,409000,216740,0.53,0.53,0.52,0.52,-0.04,13
105/02/02,763000,342700,0.51,0.51,0.43,0.44,-0.08,14
105/02/03,399000,157880,0.42,0.42,0.38,0.41,-0.03,15
105/02/15,810000,275000,0.35,0.35,0.32,0.32,-0.09,16
105/02/16,340000,110500,0.30,0.33,0.30,0.33,+0.01,8
105/02/17,1522000,476720,0.32,0.32,0.29,0.29,-0.04,20
105/02/18,651000,174030,0.26,0.28,0.24,0.27,-0.02,17
105/02/19,2526000,555070,0.24,0.24,0.20,0.20,-0.07,42
105/02/22,3512000,569890,0.16,0.17,0.16,0.17,-0.03,56
105/02/23,841000,135410,0.18,0.18,0.15,0.16,-0.01,40
