105/07/27,0,0,---,---,---,---,---,0
105/07/28,0,0,---,---,---,---,---,0
105/07/29,0,0,---,---,---,---,---,0
105/08/01,0,0,---,---,---,---,---,0
105/08/02,0,0,---,---,---,---,---,0
105/08/03,0,0,---,---,---,---,---,0
105/08/04,178000,140620,0.79,0.79,0.79,0.79,-0.02,3
105/08/05,178000,137060,0.77,0.77,0.77,0.77,-0.02,2
105/08/08,0,0,---,---,---,---,---,0
105/08/09,113000,80230,0.71,0.71,0.71,0.71,-0.05,2
105/08/10,113000,87010,0.77,0.77,0.77,0.77,+0.06,1
105/08/11,0,0,---,---,---,---,---,0
105/08/12,0,0,---,---,---,---,---,0
105/08/15,10000,6600,0.66,0.66,0.66,0.66,-0.07,1
105/08/16,224000,168200,0.72,0.78,0.72,0.77,+0.11,5
105/08/17,204000,142580,0.70,0.70,0.68,0.68,-0.09,7
105/08/18,302000,240440,0.79,0.83,0.77,0.78,+0.10,18
105/08/19,185000,142390,0.79,0.79,0.76,0.77,-0.01,13
105/08/22,31000,21710,0.70,0.71,0.70,0.70,-0.07,3
105/08/23,0,0,---,---,---,---,---,0
105/08/24,0,0,---,---,---,---,---,0
105/08/25,191000,124260,0.65,0.66,0.65,0.66,+0.01,3
105/08/26,321000,210960,0.64,0.69,0.64,0.69,+0.03,9
105/08/29,245000,169930,0.67,0.71,0.67,0.70,+0.01,6
105/08/30,110000,74700,0.67,0.68,0.67,0.68,-0.02,2
105/08/31,492000,316230,0.64,0.67,0.63,0.66,-0.02,8
105/09/01,1054000,686110,0.65,0.68,0.62,0.67,+0.01,16
105/09/02,580000,368630,0.63,0.64,0.62,0.63,-0.04,9
105/09/05,49000,31450,0.64,0.65,0.64,0.65,+0.02,3
105/09/06,269000,179530,0.65,0.69,0.65,0.66,+0.01,5
105/09/07,448000,272970,0.61,0.63,0.60,0.63,-0.03,7
105/09/08,647000,407640,0.62,0.66,0.61,0.64,+0.01,14
105/09/09,470000,296070,0.62,0.65,0.61,0.62,-0.02,8
105/09/10,199000,117410,0.59,0.59,0.59,0.59,-0.03,2
105/09/12,0,0,---,---,---,---,---,0
105/09/13,100000,61000,0.61,0.61,0.61,0.61,+0.01,1
105/09/14,1000,530,0.53,0.53,0.53,0.53,-0.08,1
105/09/19,215000,111500,0.52,0.52,0.50,0.50,-0.03,3
105/09/20,132000,58930,0.45,0.45,0.43,0.44,-0.06,4
105/09/21,518000,238790,0.45,0.49,0.45,0.48,+0.04,6
105/09/22,1063000,476550,0.45,0.52,0.42,0.50,+0.02,20
105/09/23,706000,334900,0.49,0.49,0.45,0.49,-0.01,10
105/09/26,113000,55370,0.49,0.49,0.49,0.49,0.00,2
105/09/29,317000,157370,0.49,0.50,0.49,0.50,+0.01,7
105/09/30,404000,173980,0.45,0.45,0.42,0.42,-0.08,6
105/10/03,400000,206970,0.50,0.53,0.49,0.53,+0.11,4
105/10/04,398000,200990,0.49,0.52,0.49,0.52,-0.01,3
105/10/05,597000,322150,0.53,0.55,0.53,0.55,+0.03,8
105/10/06,1427000,831400,0.57,0.62,0.55,0.62,+0.07,18
105/10/07,733000,395410,0.59,0.59,0.49,0.54,-0.08,10
105/10/11,413000,227400,0.60,0.60,0.53,0.53,-0.01,11
105/10/12,100000,53000,0.53,0.53,0.53,0.53,0.00,1
105/10/13,110000,61500,0.56,0.56,0.55,0.55,+0.02,2
105/12/09,0,0,---,---,---,---,---,0
105/12/12,3000,300,0.10,0.10,0.10,0.10,-0.01,1
105/12/13,60000,6000,0.10,0.10,0.10,0.10,0.00,2
105/12/14,223000,42180,0.10,0.21,0.10,0.21,+0.11,4
105/12/15,256000,46900,0.17,0.20,0.17,0.20,-0.01,11
105/12/16,580000,139600,0.19,0.29,0.19,0.27,+0.07,9
105/12/19,405000,102420,0.26,0.28,0.20,0.22,-0.05,6
105/12/20,360000,98400,0.19,0.31,0.19,0.29,+0.07,6
105/12/21,422000,103280,0.24,0.26,0.23,0.23,-0.06,9
