99/05/05,200000,118000,0.59,0.59,0.59,0.59,-0.10,4
99/05/06,0,0,0.00,0.00,0.00,0.00,---,0
99/05/07,0,0,0.00,0.00,0.00,0.00,---,0
99/05/10,0,0,0.00,0.00,0.00,0.00,---,0
99/05/11,0,0,0.00,0.00,0.00,0.00,---,0
99/05/12,0,0,0.00,0.00,0.00,0.00,---,0
99/05/13,19000,9880,0.52,0.52,0.52,0.52,-0.07,1
99/05/14,0,0,0.00,0.00,0.00,0.00,---,0
99/05/17,0,0,0.00,0.00,0.00,0.00,---,0
99/05/18,0,0,0.00,0.00,0.00,0.00,---,0
99/05/19,10000,5150,0.52,0.52,0.51,0.51,-0.01,2
99/05/20,16000,7550,0.46,0.55,0.45,0.55,+0.04,4
99/05/21,75000,45600,0.60,0.62,0.60,0.62,+0.07,5
99/05/24,96000,56750,0.58,0.60,0.58,0.59,-0.03,5
99/05/25,200000,121940,0.60,0.63,0.60,0.63,+0.04,6
99/05/26,80000,47800,0.60,0.60,0.58,0.58,-0.05,5
99/05/27,167000,89310,0.53,0.54,0.51,0.51,-0.07,6
99/05/28,469000,235800,0.50,0.52,0.50,0.52,+0.01,12
99/05/31,0,0,0.00,0.00,0.00,0.00,---,0
99/06/01,0,0,0.00,0.00,0.00,0.00,---,0
99/06/02,0,0,0.00,0.00,0.00,0.00,---,0
99/06/03,11000,5070,0.46,0.47,0.46,0.47,-0.05,2
99/06/04,296000,118290,0.41,0.41,0.38,0.41,-0.06,10
99/06/07,47000,19140,0.42,0.42,0.40,0.40,-0.01,5
99/06/08,0,0,0.00,0.00,0.00,0.00,---,0
99/06/09,0,0,0.00,0.00,0.00,0.00,---,0
99/06/10,110000,46800,0.43,0.43,0.42,0.42,+0.02,3
99/06/11,18000,7020,0.39,0.39,0.39,0.39,-0.03,3
99/06/14,104000,40560,0.39,0.39,0.39,0.39,0.00,2
99/06/15,45000,16200,0.36,0.36,0.36,0.36,-0.03,2
99/06/17,5000,1800,0.36,0.36,0.36,0.36,0.00,2
99/06/18,74000,26270,0.37,0.37,0.30,0.31,-0.05,5
99/06/21,200000,58000,0.29,0.29,0.29,0.29,-0.02,3
99/06/22,112000,29040,0.29,0.29,0.25,0.25,-0.04,7
99/06/23,40000,9600,0.24,0.24,0.24,0.24,-0.01,1
99/06/24,111000,24520,0.24,0.24,0.22,0.22,-0.02,5
99/06/25,99000,22770,0.23,0.23,0.23,0.23,+0.01,1
99/06/28,0,0,0.00,0.00,0.00,0.00,---,0
99/06/29,273000,64110,0.23,0.25,0.23,0.23,0.00,10
99/06/30,144000,36110,0.26,0.26,0.25,0.25,+0.02,7
99/07/01,80000,20800,0.26,0.26,0.26,0.26,+0.01,1
99/07/02,2000,520,0.26,0.26,0.26,0.26,0.00,1
99/07/05,106000,22220,0.24,0.24,0.18,0.19,-0.07,8
99/07/06,20000,3800,0.19,0.19,0.19,0.19,0.00,1
99/07/07,4000,720,0.18,0.18,0.18,0.18,-0.01,2
99/07/08,238000,45220,0.19,0.19,0.19,0.19,+0.01,4
99/07/09,50000,9020,0.19,0.19,0.18,0.18,-0.01,2
99/07/12,37000,6330,0.17,0.19,0.17,0.19,+0.01,3
99/07/13,129000,24510,0.19,0.19,0.19,0.19,0.00,3
99/07/14,157000,27720,0.18,0.18,0.16,0.16,-0.03,6
99/07/15,493000,66040,0.14,0.15,0.13,0.14,-0.02,15
99/07/16,404000,59520,0.15,0.16,0.14,0.15,+0.01,12
99/07/19,257000,39310,0.15,0.16,0.14,0.14,-0.01,10
99/07/20,251000,32120,0.14,0.14,0.12,0.13,-0.01,6
99/07/21,488000,58670,0.13,0.13,0.12,0.12,-0.01,10
99/07/22,101000,12110,0.11,0.12,0.11,0.12,0.00,3
99/07/23,367000,37170,0.11,0.11,0.10,0.11,-0.01,7
99/07/26,251000,25100,0.10,0.10,0.10,0.10,-0.01,6
99/07/27,630000,63000,0.10,0.10,0.10,0.10,0.00,11
99/07/28,352000,35200,0.10,0.11,0.09,0.11,+0.01,8
99/07/29,499000,59840,0.11,0.12,0.11,0.12,+0.01,6
99/07/30,215000,21500,0.10,0.10,0.10,0.10,-0.02,4
99/08/02,11000,1120,0.11,0.11,0.10,0.10,0.00,3
99/08/03,1000,130,0.13,0.13,0.13,0.13,+0.03,1
99/08/04,495000,49500,0.10,0.10,0.10,0.10,-0.03,5
99/08/05,396000,39600,0.10,0.10,0.10,0.10,0.00,4
99/08/06,1050000,110550,0.11,0.11,0.10,0.10,0.00,14
99/08/09,99000,8910,0.09,0.09,0.09,0.09,-0.01,1
99/08/10,0,0,0.00,0.00,0.00,0.00,---,0
99/08/11,35000,3500,0.10,0.10,0.10,0.10,+0.01,2
99/08/12,522000,46980,0.09,0.09,0.09,0.09,-0.01,7
99/08/13,152000,12160,0.08,0.08,0.08,0.08,-0.01,3
99/08/16,80000,4800,0.06,0.06,0.06,0.06,-0.02,5
99/08/17,0,0,0.00,0.00,0.00,0.00,---,0
99/08/18,0,0,0.00,0.00,0.00,0.00,---,0
99/08/19,100000,5000,0.05,0.05,0.05,0.05,-0.01,2
99/08/20,99000,4950,0.05,0.05,0.05,0.05,0.00,1
99/08/23,10000,600,0.06,0.06,0.06,0.06,+0.01,1
99/08/24,133000,6650,0.05,0.05,0.05,0.05,-0.01,4
99/08/25,56000,2600,0.04,0.10,0.04,0.10,+0.05,3
