105/10/05,0,0,---,---,---,---,---,0
105/10/06,0,0,---,---,---,---,---,0
105/10/07,569000,425970,0.79,0.79,0.71,0.71,-0.07,6
105/10/11,11000,6270,0.57,0.57,0.57,0.57,-0.14,1
105/10/12,418000,277470,0.63,0.69,0.63,0.68,+0.11,18
105/10/13,405000,250380,0.64,0.64,0.59,0.59,-0.09,10
105/10/14,112000,64000,0.50,0.58,0.50,0.58,-0.01,6
105/10/17,93000,57800,0.63,0.64,0.60,0.64,+0.06,5
105/10/18,45000,26550,0.59,0.59,0.59,0.59,-0.05,2
105/10/19,484000,375090,0.71,0.79,0.71,0.78,+0.19,11
105/10/20,1277000,1210270,0.81,1.03,0.81,0.97,+0.19,45
105/10/21,1612000,1650970,1.01,1.20,0.94,1.19,+0.22,69
105/10/24,678000,778700,1.17,1.20,1.00,1.02,-0.17,32
105/10/25,98000,95270,1.02,1.07,0.93,0.93,-0.09,10
105/10/26,575000,533580,0.94,0.97,0.91,0.92,-0.01,13
105/10/27,650000,575310,0.92,0.92,0.87,0.89,-0.03,13
105/10/28,231000,205700,0.82,0.90,0.82,0.87,-0.02,8
105/10/31,82000,73040,0.83,0.92,0.81,0.90,+0.03,11
105/11/01,335000,296170,0.83,0.93,0.82,0.93,+0.03,12
105/11/02,495000,415700,0.88,0.88,0.74,0.74,-0.19,19
105/11/03,353000,222740,0.70,0.72,0.59,0.65,-0.09,12
105/11/04,300000,207000,0.69,0.69,0.69,0.69,+0.04,7
105/11/07,333000,293920,0.78,0.94,0.78,0.93,+0.24,37
105/11/08,226000,193610,0.86,0.86,0.82,0.85,-0.08,10
105/11/09,112000,85030,0.84,0.84,0.65,0.65,-0.20,7
105/11/10,38000,25360,0.64,0.69,0.64,0.68,+0.03,6
105/11/11,242000,177900,0.74,0.80,0.71,0.75,+0.07,15
105/11/14,323000,234810,0.77,0.78,0.69,0.72,-0.03,14
105/11/15,255000,185200,0.75,0.75,0.70,0.70,-0.02,4
105/11/16,374000,315650,0.74,0.95,0.74,0.91,+0.21,31
105/11/17,550000,510120,0.91,0.94,0.86,0.93,+0.02,15
105/11/18,553000,566060,1.04,1.07,0.92,0.92,-0.01,31
105/11/21,267000,218820,0.87,0.87,0.81,0.81,-0.11,7
105/11/22,540000,485090,0.86,0.94,0.85,0.88,+0.07,32
105/11/23,918000,778830,0.89,0.91,0.81,0.87,-0.01,39
105/11/24,1397000,1303400,0.92,1.03,0.80,0.82,-0.05,66
105/11/25,685000,542350,0.80,0.83,0.76,0.81,-0.01,49
105/11/28,348000,291870,0.89,0.89,0.80,0.80,-0.01,9
105/11/29,406000,337500,0.81,0.87,0.81,0.87,+0.07,11
105/11/30,603000,522740,0.87,0.89,0.82,0.89,+0.02,22
105/12/01,489000,455910,0.95,0.98,0.85,0.85,-0.04,29
105/12/02,2656000,2738440,0.91,1.18,0.87,1.15,+0.30,72
105/12/05,4402000,5431280,1.13,1.36,1.10,1.21,+0.06,129
105/12/06,3291000,3989180,1.21,1.30,1.11,1.26,+0.05,139
105/12/07,1248000,1545810,1.24,1.30,1.17,1.18,-0.08,85
105/12/08,1394000,1445600,1.19,1.20,0.90,0.92,-0.26,76
105/12/09,1144000,1107480,0.88,1.02,0.88,0.93,+0.01,40
105/12/12,1141000,932480,0.93,0.93,0.73,0.74,-0.19,50
105/12/13,1075000,790250,0.79,0.81,0.69,0.71,-0.03,28
105/12/14,488000,344060,0.74,0.74,0.68,0.69,-0.02,23
105/12/15,210000,143030,0.71,0.72,0.67,0.67,-0.02,10
105/12/16,195000,128190,0.69,0.69,0.65,0.65,-0.02,6
105/12/19,35000,22740,0.65,0.65,0.64,0.64,-0.01,3
105/12/20,422000,273640,0.62,0.67,0.62,0.67,+0.03,7
105/12/21,1141000,577700,0.65,0.65,0.44,0.46,-0.21,24
105/12/22,211000,91840,0.42,0.44,0.42,0.44,-0.02,7
105/12/23,213000,96180,0.46,0.46,0.43,0.43,-0.01,5
105/12/26,160000,63900,0.40,0.40,0.39,0.39,-0.04,4
105/12/27,100000,33000,0.33,0.33,0.33,0.33,-0.06,1
105/12/28,120000,46400,0.36,0.39,0.36,0.38,+0.05,5
105/12/29,20000,7800,0.39,0.39,0.39,0.39,+0.01,2
105/12/30,0,0,---,---,---,---,---,0
106/01/03,35000,13140,0.36,0.39,0.36,0.38,+0.02,5
106/01/04,60000,25100,0.42,0.42,0.41,0.41,+0.03,2
106/01/05,78000,37880,0.46,0.50,0.46,0.49,+0.08,6
106/01/06,322000,178510,0.52,0.58,0.52,0.54,+0.05,15
