105/09/09,0,0,---,---,---,---,---,0
105/09/10,0,0,---,---,---,---,---,0
105/09/12,20000,33600,1.68,1.68,1.68,1.68,+0.09,1
105/09/13,20000,31000,1.55,1.55,1.55,1.55,-0.13,1
105/09/14,0,0,---,---,---,---,---,0
105/09/19,241000,435310,1.76,1.81,1.76,1.81,+0.23,5
105/09/20,396000,745110,1.87,1.92,1.74,1.74,-0.07,12
105/09/21,145000,248830,1.76,1.76,1.70,1.70,-0.04,7
105/09/22,195000,331200,1.66,1.77,1.65,1.73,+0.03,16
105/09/23,129000,219810,1.70,1.72,1.65,1.66,-0.07,13
105/09/26,21000,32940,1.63,1.63,1.55,1.55,-0.11,10
105/09/29,32000,43180,1.38,1.38,1.31,1.36,-0.19,6
105/09/30,15000,20390,1.36,1.37,1.34,1.35,-0.01,5
105/10/03,423000,593370,1.37,1.42,1.37,1.42,+0.07,16
105/10/04,402000,560230,1.40,1.42,1.37,1.42,0.00,15
105/10/05,4000,5820,1.45,1.47,1.45,1.45,+0.03,3
105/10/06,21000,28690,1.37,1.39,1.36,1.39,-0.06,3
105/10/07,0,0,---,---,---,---,---,0
105/10/11,28000,37980,1.29,1.45,1.29,1.43,+0.05,7
105/10/12,5000,6950,1.39,1.39,1.39,1.39,-0.04,1
105/10/13,22000,31150,1.43,1.43,1.40,1.42,+0.03,3
105/10/14,5000,6490,1.33,1.33,1.28,1.28,-0.14,4
105/10/17,5000,6400,1.28,1.28,1.28,1.28,0.00,1
105/10/18,0,0,---,---,---,---,---,0
105/10/19,6000,7880,1.32,1.32,1.28,1.28,+0.02,2
105/10/20,5000,6850,1.37,1.37,1.37,1.37,+0.09,1
105/10/21,436000,663870,1.42,1.67,1.42,1.56,+0.19,22
105/10/24,652000,1026340,1.59,1.63,1.55,1.58,+0.02,19
105/10/25,238000,404230,1.68,1.73,1.66,1.66,+0.08,11
105/10/26,999000,1865850,1.64,1.96,1.64,1.95,+0.29,45
105/10/27,1009000,1926250,1.96,1.96,1.87,1.87,-0.08,35
105/10/28,91000,161180,1.78,1.78,1.77,1.77,-0.10,4
105/10/31,431000,743200,1.80,1.84,1.67,1.72,-0.05,8
105/11/01,401000,685870,1.69,1.75,1.69,1.74,+0.02,11
105/11/02,202000,312800,1.65,1.65,1.45,1.45,-0.29,4
105/11/03,628000,822350,1.49,1.49,1.26,1.32,-0.13,13
105/11/04,706000,840300,1.19,1.36,1.15,1.30,-0.02,13
105/11/07,268000,384680,1.37,1.54,1.37,1.54,+0.24,11
105/11/08,111000,166040,1.50,1.55,1.49,1.55,+0.01,4
105/11/09,38000,48780,1.46,1.46,1.14,1.14,-0.41,14
105/11/10,442000,608510,1.29,1.43,1.29,1.43,+0.29,30
105/11/11,400000,535260,1.32,1.36,1.29,1.30,-0.13,27
105/11/14,1630000,2058610,1.17,1.32,1.17,1.30,0.00,23
105/11/15,1844000,2282380,1.21,1.27,1.17,1.17,-0.13,33
105/11/16,976000,1179070,1.22,1.28,1.18,1.18,+0.01,15
105/11/17,33000,39010,1.18,1.20,1.11,1.20,+0.02,9
105/11/18,1572000,2050540,1.22,1.36,1.22,1.34,+0.14,38
105/11/21,1852000,2434000,1.34,1.44,1.05,1.36,+0.02,42
105/11/22,672000,962320,1.43,1.50,1.26,1.30,-0.06,24
105/11/23,455000,587920,1.31,1.32,1.24,1.24,-0.06,24
105/11/24,208000,254440,1.21,1.25,1.21,1.24,0.00,11
105/11/25,136000,167260,1.22,1.23,1.22,1.22,-0.02,3
105/11/28,827000,1083400,1.24,1.39,1.24,1.34,+0.12,36
105/11/29,1005000,1325920,1.30,1.34,1.27,1.27,-0.07,25
105/11/30,212000,265000,1.26,1.26,1.22,1.23,-0.04,5
105/12/01,49000,51390,1.14,1.14,0.99,1.01,-0.22,11
105/12/02,70000,60540,0.90,0.91,0.79,0.84,-0.17,13
105/12/05,432000,373470,0.79,0.89,0.79,0.85,+0.01,12
105/12/06,406000,364180,0.89,0.92,0.87,0.92,+0.07,14
105/12/07,82000,81950,1.00,1.03,0.99,1.01,+0.09,9
105/12/08,17000,17040,1.02,1.02,0.97,0.98,-0.03,3
105/12/09,65000,60400,0.96,0.96,0.87,0.87,-0.11,5
105/12/12,96000,76330,0.83,0.83,0.76,0.76,-0.11,8
105/12/13,257000,190260,0.77,0.77,0.72,0.76,0.00,11
105/12/14,324000,228910,0.73,0.75,0.67,0.75,-0.01,27
105/12/15,258000,185310,0.69,0.74,0.69,0.73,-0.02,11
