105/04/29,2000,1900,0.95,0.95,0.95,0.95,-0.15,1
105/05/03,87000,84290,0.97,0.97,0.94,0.94,-0.01,3
105/05/04,129000,119440,0.92,0.96,0.92,0.96,+0.02,5
105/05/05,843000,852220,0.94,1.06,0.94,1.06,+0.10,19
105/05/06,105000,131450,1.25,1.27,1.24,1.27,+0.21,6
105/05/09,35000,55150,1.59,1.59,1.57,1.59,+0.32,3
105/05/10,756000,1176360,1.58,1.58,1.53,1.53,-0.06,13
105/05/11,79000,120450,1.50,1.53,1.50,1.53,0.00,3
105/05/12,211000,350580,1.60,1.92,1.60,1.92,+0.39,13
105/05/13,128000,223540,1.73,1.76,1.73,1.73,-0.19,7
105/05/16,23000,41060,1.75,1.82,1.75,1.82,+0.09,3
105/05/17,36000,67070,2.17,2.17,1.78,1.78,-0.04,3
105/05/18,20000,35300,1.78,1.78,1.72,1.72,-0.06,2
105/05/19,0,0,---,---,---,---,---,0
105/05/20,0,0,---,---,---,---,---,0
105/05/23,0,0,---,---,---,---,---,0
105/05/24,0,0,---,---,---,---,---,0
105/05/25,0,0,---,---,---,---,---,0
105/05/26,0,0,---,---,---,---,---,0
105/05/27,0,0,---,---,---,---,---,0
105/05/30,0,0,---,---,---,---,---,0
105/05/31,0,0,---,---,---,---,---,0
105/06/01,0,0,---,---,---,---,---,0
105/06/02,0,0,---,---,---,---,---,0
105/06/03,0,0,---,---,---,---,---,0
105/06/04,0,0,---,---,---,---,---,0
105/06/06,0,0,---,---,---,---,---,0
105/06/07,0,0,---,---,---,---,---,0
105/06/08,0,0,---,---,---,---,---,0
105/06/13,0,0,---,---,---,---,---,0
105/06/14,0,0,---,---,---,---,---,0
105/06/15,0,0,---,---,---,---,---,0
105/06/16,0,0,---,---,---,---,---,0
105/06/17,0,0,---,---,---,---,---,0
105/06/20,0,0,---,---,---,---,---,0
105/06/21,0,0,---,---,---,---,---,0
105/06/22,0,0,---,---,---,---,---,0
105/06/23,0,0,---,---,---,---,---,0
105/06/24,0,0,---,---,---,---,---,0
105/06/27,0,0,---,---,---,---,---,0
105/06/28,0,0,---,---,---,---,---,0
105/06/29,16000,16900,1.06,1.06,1.05,1.05,-0.02,2
105/06/30,35000,32150,0.90,0.93,0.90,0.92,-0.13,4
105/07/01,35000,32550,0.93,0.93,0.93,0.93,+0.01,2
105/07/04,0,0,---,---,---,---,---,0
105/07/05,70000,65100,0.93,0.93,0.93,0.93,0.00,3
105/07/06,403000,394030,0.96,0.99,0.95,0.99,+0.06,9
105/07/07,26000,24530,0.94,0.97,0.94,0.97,-0.02,3
105/07/11,0,0,---,---,---,---,---,0
