106/02/08,0,0,---,---,---,---,---,0
106/02/09,3000,3150,1.05,1.05,1.05,1.05,+0.02,1
106/02/10,2000,2050,1.03,1.03,1.02,1.02,-0.03,2
106/02/13,3000,3090,1.03,1.03,1.03,1.03,+0.01,1
106/02/14,6000,6300,1.05,1.05,1.05,1.05,+0.02,2
106/02/15,0,0,---,---,---,---,---,0
106/02/16,45000,45450,1.01,1.01,1.01,1.01,0.00,3
106/02/17,1880000,1959730,1.01,1.06,1.01,1.03,+0.02,18
106/02/18,2398000,2485200,1.05,1.05,1.01,1.02,-0.01,26
106/02/20,874000,1088720,1.04,1.40,1.04,1.40,+0.38,14
106/02/21,1575000,1948260,1.28,1.28,1.15,1.15,-0.25,21
106/02/22,473000,535870,1.16,1.16,1.09,1.12,-0.03,16
106/02/23,272000,313460,1.13,1.17,1.13,1.13,+0.01,7
106/02/24,455000,478750,1.09,1.09,1.02,1.03,-0.10,13
106/03/01,251000,250810,1.00,1.01,0.99,1.01,-0.02,5
106/03/02,280000,289700,1.05,1.05,1.02,1.04,+0.03,7
106/03/03,439000,437000,1.00,1.00,0.99,1.00,-0.04,5
106/03/06,350000,357020,1.02,1.04,1.02,1.02,+0.02,5
106/03/07,36000,37480,1.05,1.05,1.03,1.03,+0.01,3
106/03/08,651000,667830,1.02,1.05,1.02,1.03,0.00,7
106/03/09,826000,849980,1.03,1.03,0.98,0.98,-0.05,9
106/03/10,735000,599310,0.89,0.89,0.78,0.81,-0.17,18
106/03/13,658000,500700,0.76,0.78,0.75,0.76,-0.05,14
106/03/14,258000,205800,0.80,0.81,0.78,0.78,+0.02,13
106/03/15,38000,29080,0.78,0.78,0.76,0.76,-0.02,4
106/03/16,0,0,---,---,---,---,---,0
106/03/17,107000,80300,0.75,0.76,0.75,0.76,0.00,3
106/03/20,110000,86800,0.78,0.79,0.78,0.79,+0.03,6
106/03/21,204000,168130,0.79,0.84,0.79,0.82,+0.03,11
106/03/22,128000,105070,0.81,0.86,0.80,0.82,0.00,12
106/03/23,20000,16250,0.82,0.82,0.79,0.79,-0.03,3
106/03/24,459000,352840,0.77,0.78,0.76,0.77,-0.02,9
106/03/27,30000,23900,0.80,0.81,0.78,0.78,+0.01,3
106/03/28,252000,194020,0.77,0.77,0.76,0.76,-0.02,2
106/03/29,548000,470350,0.85,0.88,0.83,0.85,+0.09,21
106/03/30,179000,149660,0.85,0.85,0.82,0.82,-0.03,6
106/03/31,24000,18480,0.77,0.77,0.77,0.77,-0.05,2
