104/01/06,0,0,---,---,---,---,---,0
104/01/07,260000,333000,1.28,1.30,1.20,1.22,+0.03,7
104/01/08,643000,716190,1.20,1.21,1.03,1.03,-0.19,24
104/01/09,445000,459200,1.03,1.08,0.99,1.05,+0.02,17
104/01/12,732000,815360,1.07,1.13,1.05,1.13,+0.08,13
104/01/13,704000,759430,1.09,1.12,1.04,1.04,-0.09,14
104/01/14,888000,803950,1.06,1.06,0.86,0.91,-0.13,24
104/01/15,1495000,1488090,0.93,1.02,0.92,1.02,+0.11,26
104/01/16,1045000,1091010,0.97,1.09,0.95,1.07,+0.05,16
104/01/19,341000,360900,1.02,1.07,1.02,1.07,0.00,8
104/01/20,270000,270900,1.03,1.03,1.00,1.00,-0.07,9
104/01/21,1008000,919530,0.97,0.98,0.87,0.97,-0.03,31
104/01/22,607000,542400,0.92,0.92,0.85,0.91,-0.06,15
104/01/23,1351000,1086960,0.82,0.91,0.72,0.91,0.00,25
104/01/26,1272000,1148780,0.84,0.93,0.84,0.89,-0.02,24
104/01/27,596000,534890,0.88,0.95,0.87,0.92,+0.03,11
104/01/28,253000,233190,0.91,0.94,0.90,0.93,+0.01,5
104/01/29,148000,134970,0.91,0.96,0.90,0.94,+0.01,6
104/01/30,32000,29320,0.91,0.92,0.90,0.90,-0.04,4
104/02/02,75000,69000,0.92,0.92,0.92,0.92,+0.02,2
104/02/03,583000,472340,0.85,0.85,0.79,0.83,-0.09,16
104/02/04,1497000,1107200,0.82,0.82,0.66,0.74,-0.09,33
104/02/05,1245000,920010,0.71,0.79,0.70,0.79,+0.05,36
104/02/06,913000,660410,0.72,0.74,0.70,0.73,-0.06,21
104/02/09,1390000,940130,0.71,0.71,0.66,0.69,-0.04,34
104/02/10,975000,768900,0.75,0.82,0.75,0.82,+0.13,30
104/02/11,765000,585510,0.77,0.80,0.75,0.80,-0.02,12
104/02/12,937000,801820,0.80,0.88,0.80,0.85,+0.05,24
104/02/13,172000,132630,0.81,0.81,0.76,0.76,-0.09,7
104/02/24,151000,109890,0.71,0.79,0.68,0.79,+0.03,8
104/02/25,314000,248940,0.79,0.83,0.76,0.77,-0.02,7
104/02/26,100000,79000,0.79,0.79,0.79,0.79,+0.02,2
104/03/02,478000,379850,0.79,0.81,0.79,0.81,+0.02,11
104/03/03,941000,740440,0.75,0.80,0.75,0.79,-0.02,12
104/03/04,1141000,784970,0.70,0.71,0.66,0.71,-0.08,17
104/03/05,1156000,808600,0.69,0.74,0.65,0.74,+0.03,22
104/03/06,950000,705070,0.71,0.77,0.70,0.76,+0.02,28
104/03/09,644000,507540,0.76,0.82,0.76,0.79,+0.03,14
104/03/10,1888000,1531050,0.74,0.83,0.74,0.81,+0.02,31
104/03/11,1374000,1134960,0.85,0.85,0.81,0.85,+0.04,24
104/03/12,244000,188230,0.82,0.82,0.77,0.78,-0.07,7
104/03/13,375000,268680,0.72,0.74,0.67,0.74,-0.04,9
104/03/16,1077000,745800,0.72,0.72,0.67,0.72,-0.02,16
104/03/17,1151000,783700,0.68,0.71,0.67,0.71,-0.01,16
104/03/18,985000,655910,0.69,0.69,0.64,0.64,-0.07,15
104/03/19,1433000,881090,0.61,0.64,0.60,0.63,-0.01,32
104/03/20,1624000,1033740,0.62,0.66,0.61,0.63,0.00,15
104/03/23,1663000,987120,0.58,0.62,0.57,0.60,-0.03,20
104/03/24,1187000,716200,0.58,0.63,0.58,0.63,+0.03,15
104/03/25,1390000,881700,0.60,0.66,0.60,0.65,+0.02,16
104/03/26,2150000,1425480,0.65,0.68,0.65,0.67,+0.02,29
104/03/27,1438000,1086860,0.65,0.89,0.64,0.76,+0.09,53
104/03/30,2639000,1790640,0.73,0.73,0.63,0.71,-0.05,41
104/03/31,2141000,1459190,0.68,0.72,0.65,0.70,-0.01,30
104/04/01,2514000,1876700,0.72,0.83,0.71,0.78,+0.08,36
104/04/02,1323000,1004000,0.77,0.81,0.75,0.81,+0.03,23
104/04/07,793000,642030,0.82,0.82,0.79,0.79,-0.02,7
104/04/08,261000,229280,0.88,0.90,0.84,0.84,+0.05,5
104/04/09,771000,769290,0.93,1.16,0.93,1.12,+0.28,33
104/04/10,1011000,943070,1.00,1.00,0.80,0.80,-0.32,32
104/04/13,352000,305560,0.82,0.92,0.82,0.84,+0.04,12
104/04/14,539000,415020,0.83,0.83,0.75,0.76,-0.08,21
104/04/15,1138000,995020,0.80,0.96,0.80,0.96,+0.20,37
104/04/16,617000,554340,0.89,0.92,0.87,0.92,-0.04,21
104/04/17,320000,325430,0.99,1.05,0.97,1.00,+0.08,15
104/04/20,442000,417750,1.02,1.02,0.90,0.90,-0.10,14
104/04/21,359000,307380,0.83,0.89,0.83,0.87,-0.03,10
104/04/22,343000,281830,0.88,0.88,0.74,0.74,-0.13,14
104/04/23,38000,26720,0.74,0.74,0.69,0.70,-0.04,5
104/04/24,120000,79910,0.65,0.70,0.65,0.70,0.00,12
104/04/27,926000,709600,0.70,0.81,0.70,0.77,+0.07,15
104/04/28,926000,691300,0.76,0.80,0.72,0.79,+0.02,18
104/04/29,85000,73200,0.76,0.90,0.76,0.90,+0.11,7
104/04/30,525000,508190,0.91,0.98,0.91,0.95,+0.05,10
104/05/04,656000,825670,1.29,1.29,1.23,1.25,+0.30,28
104/05/05,120000,128190,1.21,1.21,0.98,1.00,-0.25,14
104/05/06,175000,155330,1.05,1.05,0.80,0.83,-0.17,19
104/05/07,252000,205760,0.87,0.87,0.76,0.85,+0.02,15
104/05/08,695000,631900,0.79,1.00,0.78,1.00,+0.15,31
104/05/11,951000,960310,0.90,1.04,0.88,1.03,+0.03,24
104/05/12,919000,959760,1.03,1.09,0.99,1.08,+0.05,18
104/05/13,389000,393210,1.04,1.05,0.94,0.94,-0.14,8
104/05/14,730000,636300,0.85,0.90,0.84,0.89,-0.05,8
104/05/15,615000,534490,0.83,0.89,0.83,0.87,-0.02,15
104/05/18,65000,56900,0.82,0.90,0.82,0.90,+0.03,2
104/05/19,150000,117700,0.84,0.84,0.74,0.78,-0.12,4
104/05/20,257000,205600,0.80,0.80,0.80,0.80,+0.02,2
104/05/21,267000,215640,0.81,0.82,0.73,0.73,-0.07,8
104/05/22,10000,8000,0.80,0.80,0.80,0.80,+0.07,1
104/05/25,66000,48580,0.76,0.76,0.72,0.73,-0.07,5
104/05/26,51000,35860,0.70,0.71,0.68,0.68,-0.05,3
104/05/27,10000,6450,0.67,0.67,0.62,0.62,-0.06,2
104/05/28,57000,34960,0.63,0.63,0.60,0.60,-0.02,3
104/05/29,20000,10000,0.50,0.50,0.50,0.50,-0.10,1
104/06/01,184000,90160,0.49,0.49,0.49,0.49,-0.01,4
104/06/02,149000,70470,0.48,0.48,0.47,0.47,-0.02,3
104/06/03,379000,256200,0.59,0.74,0.59,0.74,+0.27,10
104/06/04,544000,376620,0.69,0.75,0.66,0.69,-0.05,22
104/06/05,254000,214680,0.85,0.88,0.83,0.85,+0.16,12
104/06/08,441000,379760,0.81,0.99,0.81,0.84,-0.01,14
104/06/09,670000,642820,0.94,1.27,0.90,1.17,+0.33,18
104/06/10,625000,569250,1.00,1.01,0.80,0.81,-0.36,22
104/06/11,481000,326730,0.83,0.83,0.60,0.67,-0.14,12
104/06/12,197000,136840,0.72,0.72,0.69,0.70,+0.03,7
104/06/15,137000,86550,0.70,0.70,0.55,0.55,-0.15,3
104/06/16,51000,27900,0.56,0.58,0.53,0.58,+0.03,5
104/06/17,20000,10400,0.52,0.52,0.52,0.52,-0.06,1
104/06/18,0,0,---,---,---,---,---,0
104/06/22,0,0,---,---,---,---,---,0
104/06/23,0,0,---,---,---,---,---,0
104/06/24,0,0,---,---,---,---,---,0
104/06/25,0,0,---,---,---,---,---,0
104/06/26,0,0,---,---,---,---,---,0
104/06/29,0,0,---,---,---,---,---,0
104/06/30,5000,800,0.16,0.16,0.16,0.16,-0.04,1
104/07/01,0,0,---,---,---,---,---,0
104/07/02,13000,2510,0.17,0.20,0.17,0.20,+0.04,2
